P52824	A0A0B4KHZ4
Q5VTY9	Q9VZU2
Q9HCP6	Q9VZU2
Q7Z5M8	A1ZBH3
Q8N2K0	A1ZBH3
P0C7V9	Q9VGY5
A6NJ78	Q9VGY5
Q9NXF8	Q7K3T4
Q9NYG2	Q7K3T4
Q6ZVH7	Q0KHR2
B1AK53	Q0KHR2
Q6ZTR7	Q9VK91
A1XBS5	Q9VK91
Q6V1P9	Q24292
Q96JQ0	Q24292
O75400	Q9VQK5
Q6NWY9	Q9VQK5
O43772	Q9VQG4
O43772	Q9VM51
P29350	P29349
Q06124	P29349
P22736	P49869
Q92570	P49869
P43354	P49869
P49758	Q9VXA3
P49802	Q9VXA3
O15120	Q9VYJ4
Q99943	Q9VYJ4
Q96KE9	A0A0B4KGU2
Q9Y2F9	A0A0B4KGU2
O14511	Q94918
Q02297	Q94918
O14511	Q9VVJ6
Q02297	Q9VVJ6
O15121	Q94515
Q6QHC5	Q94515
Q9BWH2	Q9VL16
Q8IVP5	Q9VL16
Q8IXZ3	M9PJG1
P0CG40	M9PJG1
Q9H6K4	Q0KI22
Q9H6K4	Q9VCG3
Q9H6K4	Q9VCG2
Q5SRI9	Q9VMQ2
Q5VSG8	Q9VMQ2
Q05329	P20228
Q99259	P20228
Q9BZD2	Q9VPP0
Q99808	Q9VPP0
Q96MN9	M9PEQ7
Q9NQV8	M9PEQ7
Q9H069	Q95V50
Q9H069	Q9VL65
Q9UBJ2	Q7JUN3
P33897	Q7JUN3
Q9UHH9	Q9W2E9
Q92551	Q9W2E9
Q96PC2	Q9W2E9
Q8N394	Q9VQE9
Q8N394	Q9V3X5
O43151	M9NEY8
Q6N021	M9NEY8
Q8NFU7	M9NEY8
P04062	Q9VCJ4
P04062	Q8IMY3
Q8TEU7	Q9VMF3
Q9Y4G8	Q9VMF3
P0C7P4	Q9VQ29
P47985	Q9VQ29
Q8TE12	Q9VTW5
O60663	Q9VTW5
P26045	Q9W0R3
P29074	Q9W0R3
Q9NQ69	P29673
P50458	P29673
P14927	Q9VXI6
P14927	Q9VAW7
Q08AE8	Q9U1K1
Q8WWL2	Q9U1K1
P54727	Q9V3W9
P54725	Q9V3W9
Q8TB72	P25822
Q14671	P25822
Q9NVF9	P54352
Q9HBU6	P54352
Q9UPN6	A8DYK5
O95104	A8DYK5
Q96JN0	A0A0B4KHV1
Q8N3X6	A0A0B4KHV1
P0DMQ5	A8JUS1
C9JVW0	A8JUS1
Q9Y680	A0A0B4K7C5
Q9NWM8	A0A0B4K7C5
Q8TB40	Q5U191
Q8WTS1	Q5U191
Q96AX2	Q9VP48
Q9ULW5	Q9VP48
Q9H9E1	Q9VL58
O14593	Q9VL58
Q96AQ7	A8DY77
O60543	A8DY77
Q9UHD4	A8DY77
Q58EX7	Q7KU89
Q96PX9	Q7KU89
O60911	Q95029
P07711	Q95029
Q9NSN8	A1ZAH3
Q9NY99	A1ZAH3
Q96JF0	Q9GU23
P15907	Q9GU23
A6NIH7	Q9XYQ2
Q13432	Q9XYQ2
Q93052	Q9N675
Q15654	Q9N675
Q13547	Q94517
Q92769	Q94517
O95613	Q400N2
Q99996	Q400N2
Q9P2N5	Q9VIV2
Q5T8P6	Q9VIV2
P08134	P48148
P61586	P48148
Q9BXI6	Q9VGL8
Q8IV04	Q9VGL8
Q4KMP7	Q9VGL8
Q8NFB2	Q9VWK7
Q9H7F4	Q9VWK7
O15541	Q9VDP8
Q8IZP6	Q9VDP8
Q9UHR4	Q8IQE6
Q6UXY1	Q8IQE6
Q9UQB8	Q8IQE6
Q92783	Q9XTL2
O75886	Q9XTL2
Q96PX1	Q9VY98
O60291	Q9VY98
Q8N4M1	Q9VZE7
Q8WWI5	Q9VZE7
P83881	Q9VLT7
Q969Q0	Q9VLT7
P23443	Q94533
Q9UBS0	Q94533
P11171	Q9V8R9
Q9H4G0	Q9V8R9
Q9Y2J2	Q9V8R9
O43491	Q9V8R9
P35914	Q9VM58
Q8TB92	Q9VM58
P45877	Q9W227
P23284	Q9W227
P33552	Q24152
P61024	Q24152
Q05940	Q8IH57
P54219	Q8IH57
P10244	P04197
P10243	P04197
P10242	P04197
O60682	Q0IGU7
O43680	Q0IGU7
Q2M238	Q9V9M6
Q9NYV6	Q9V9M6
Q9NZ01	Q9VZL3
Q5HYJ1	Q9VZL3
Q9H6Z4	Q9VCI7
Q86VV4	Q9VCI7
Q9BSK4	Q9VFD5
Q96JP0	Q9VFD5
Q8IWP9	M9PB06
Q9BUN5	M9PB06
Q13009	P91621
Q8IVF5	P91621
Q92613	Q7YZH1
Q6IE81	Q7YZH1
Q9NQC1	Q7YZH1
Q8WUN7	Q9VNB2
Q9HAC8	Q9VNB2
P22307	Q9VJ43
P22307	Q9VJ44
P50851	Q9W4E2
Q8NFP9	Q9W4E2
Q96T49	Q8SY34
Q96I34	Q8SY34
Q9H2K2	Q9VBP3
O95271	Q9VBP3
C9JRZ8	M9PF61
O60218	M9PF61
P15121	M9PF61
P51857	M9PF61
Q8IYB5	A1Z7K6
Q8WU79	A1Z7K6
P48739	A0A0B4KGG5
Q00169	A0A0B4KGG5
O75444	M9PG80
P54845	M9PG80
Q8NHW3	M9PG80
Q9Y5Q3	M9PG80
Q01974	Q24488
Q01973	Q24488
Q14344	P25157
Q03113	P25157
Q49AH0	Q9XZ63
P55145	Q9XZ63
Q5GLZ8	E8NHA2
Q15034	E8NHA2
O75882	Q9VB20
Q5VV63	Q9VB20
O43307	Q9W0S2
Q9NR80	Q9W0S2
Q8TCU6	Q9W0S2
Q96N96	Q9W0S2
Q70Z35	Q9W0S2
Q7L804	Q9VWS3
Q6WKZ4	Q9VWS3
Q9BXF6	Q9VWS3
Q9BW72	Q9VXH4
Q4VC39	Q9VXH4
O94886	Q6NP91
Q5T3F8	Q6NP91
Q9P1W3	Q6NP91
O15516	O61735
Q99743	O61735
Q8IWE2	Q9VF39
Q9NRY5	Q9VF39
Q8N6M0	Q9VUN9
Q7L8S5	Q9VUN9
O15047	Q5LJZ2
Q9UPS6	Q5LJZ2
Q8TDC3	Q9VUV4
Q8IWQ3	Q9VUV4
Q9Y4K4	A1ZBH7
Q12851	A1ZBH7
Q8IVH8	A1ZBH7
Q8NF91	M9MRD1
Q8WXH0	M9MRD1
Q16649	Q9VMS4
A0A5F9ZHS7	Q9VMS4
Q96LR5	P52485
Q969T4	P52485
P51965	P52485
Q13433	Q9VSL7
Q9ULF5	Q9VSL7
Q9Y2G1	A0A0B4LGG8
Q96LU7	A0A0B4LGG8
Q13574	Q09103
O75912	Q09103
O95782	P91926
O94973	P91926
Q96A47	Q9VJ37
P61371	Q9VJ37
P09017	P07548
Q00056	P07548
P09016	P07548
Q13367	Q9W4K1
O00203	Q9W4K1
P86790	Q9VZL5
P86791	Q9VZL5
Q8NB12	Q9W4X8
Q9NRG4	Q9W4X8
Q9H7B4	Q9W4X8
P48147	Q9VKW5
P48147	Q9V9P5
Q96BY7	Q9VZX7
Q2TAZ0	Q9VZX7
Q96C01	Q7JVK8
Q96C01	Q7JY26
Q0IIM8	Q9VP46
Q6ZT07	Q9VP46
O95759	Q9VP46
Q66K14	Q9VP46
Q8IUW3	Q9W1A4
Q9UM82	Q9W1A4
Q8N6N7	Q9VLS4
P07108	Q9VLS4
Q9HBZ2	O15945
P27540	O15945
Q96Q80	Q9VEU2
Q9GZP9	Q9VEU2
A6NDV4	Q9VBW1
Q9HCN3	Q9VBW1
P51003	A0A0B4KG96
Q9NRJ5	A0A0B4KG96
Q9BWT3	A0A0B4KG96
Q8N140	Q9VKV4
Q9NXX6	Q9VKV4
Q8TDX6	A1Z863
Q8N6G5	A1Z863
Q8WV99	Q9VQQ7
Q8N6M9	Q9VQQ7
Q8WV19	Q9VPD4
O95562	Q9VPD4
O14558	P82147
P02489	P82147
P02511	P82147
Q86SQ0	Q9VX80
Q86UU1	Q9VX80
Q6NSJ2	Q9VX80
Q9NPI1	Q9VLX2
Q9H8M2	Q9VLX2
Q92945	A1ZAK8
Q96AE4	A1ZAK8
Q96I24	A1ZAK8
Q5U5Z8	Q9VY99
Q8NEM8	Q9VY99
Q9H4G8	Q9VGQ9
Q96FX2	Q9VGQ9
O60229	Q7KVD1
O75962	Q7KVD1
O60264	Q24368
P28370	Q24368
P28065	A0AQH0
P28072	A0AQH0
Q8IUD2	A0A0B4K7K9
O15083	A0A0B4K7K9
Q86SQ6	Q7KV24
Q96PE1	Q7KV24
Q8IWK6	Q7KV24
Q96A72	P49028
P61326	P49028
P15531	P08879
P22392	P08879
P14621	Q4V6I0
P07311	Q4V6I0
Q12809	Q7JPB9
Q9NS40	Q7JPB9
Q9H252	Q7JPB9
Q12955	M9MRX4
Q01484	M9MRX4
O15198	P42003
Q15797	P42003
Q99717	P42003
Q8N3R3	Q9W4Z5
Q8N3R3	Q9VRT6
Q5VWQ8	Q8T498
Q96PV0	Q8T498
Q9UJF2	Q8T498
P50221	Q9VCY0
P50222	Q9VCY0
P36956	Q9VW37
Q12772	Q9VW37
Q14623	Q02936
O43323	Q02936
Q15465	Q02936
Q5JXB2	P35128
P61088	P35128
Q8WY41	P25724
P60321	P25724
P60323	P25724
Q12946	Q9VS05
Q12947	Q9VS05
Q9Y3B3	Q9VYT6
Q9Y3Q3	Q9VYT6
P05388	P19889
Q8NHW5	P19889
Q92747	O97182
O15143	O97182
P49903	O18373
Q99611	O18373
Q92572	Q9W1E8
P59780	Q9W1E8
Q9BSU3	Q9VT75
P41227	Q9VT75
P02730	Q9VT48
P04920	Q9VT48
P48751	Q9VT48
P29474	Q27571
P29475	Q27571
P35228	Q27571
Q9UKP5	Q9W493
P58397	Q9W493
Q9UKP4	Q9W493
Q8TE57	Q9W493
Q9H324	Q9W493
Q8TE60	Q9W493
Q92928	O18332
Q9H0U4	O18332
P62820	O18332
P61204	P61209
P84077	P61209
Q6P9H4	Q7KNQ9
G9CGD6	Q7KNQ9
Q8WXI2	Q7KNQ9
P56945	A4IJ58
Q14511	A4IJ58
Q8IZX4	P51123
P21675	P51123
Q9UM73	Q7KJ08
P29376	Q7KJ08
Q9BYG4	O97111
Q9NPB6	O97111
Q9BYG5	O97111
Q9NPF2	Q9VJG5
Q8NET6	Q9VJG5
Q8NHG8	Q9W3V3
Q8ND25	Q9W3V3
Q8IYD1	Q9VK85
P15170	Q9VK85
O95886	Q7K1T1
O14490	Q7K1T1
Q9Y2H0	Q7K1T1
Q9P1A6	Q7K1T1
Q99661	Q960Z0
O00139	Q960Z0
Q8TF64	Q7JX82
Q8TF65	Q7JX82
O14908	Q7JX82
Q6P3S1	A1Z7Q5
Q8TEH3	A1Z7Q5
Q8IV53	A1Z7Q5
Q8WWN8	Q9VX92
Q96P48	Q9VX92
Q8WZ64	Q9VX92
Q96CN4	Q9VYY9
O60447	Q9VYY9
Q00325	Q0E8E8
Q00325	Q7JUS9
Q01085	Q8IMX4
P31483	Q8IMX4
Q12778	Q95V55
A8MYZ6	Q95V55
P98177	Q95V55
O43524	Q95V55
Q13490	Q24307
P98170	Q24307
Q13489	Q24307
P20339	Q9V3I2
P61020	Q9V3I2
P51148	Q9V3I2
P07942	P11046
P55268	P11046
Q86VI4	Q7KGU6
Q15012	Q7KGU6
Q9NZN4	Q8T8W3
Q9NZN3	Q8T8W3
Q9H4M9	Q8T8W3
Q9H223	Q8T8W3
Q9Y3P9	A8JNN5
Q5R372	A8JNN5
Q93074	Q9VW47
Q86YW9	Q9VW47
P78368	A0A0B4KHL4
Q9Y6M4	A0A0B4KHL4
Q9HCP0	A0A0B4KHL4
Q96JW4	A8JV32
Q8IVJ1	A8JV32
Q96GZ6	A8JV32
Q9NZN9	A0A6H2EG45
O00170	A0A6H2EG45
O15442	Q9VT29
Q15777	Q9VT29
Q6FIF0	Q9VHF4
O76080	Q9VHF4
P25800	M9PI02
Q8TAP4	M9PI02
O95633	Q86NV3
P19883	Q86NV3
Q9UNN4	P52654
P52655	P52654
Q96FV3	Q9VMJ6
P62079	Q9VMJ6
Q8NG11	Q9VMJ6
Q9UL03	Q9W485
Q5JSJ4	Q9W485
Q5VZY2	Q8IGV3
Q8NEB5	Q8IGV3
Q9BRV8	Q9VM65
Q9NVK5	Q9VM65
Q9UNF0	A0A0B4KH28
Q9UKS6	A0A0B4KH28
Q9BY11	A0A0B4KH28
Q6PCB5	B7YZX6
Q5VWQ0	B7YZX6
O14810	Q8IPM8
Q6PUV4	Q8IPM8
Q9Y6M1	M9NF14
O00425	M9NF14
Q9NZI8	M9NF14
Q7Z745	Q9W350
A6NES4	Q9W350
Q8NDA8	Q9W350
Q8N2U0	B7Z137
Q8N2U0	Q9VDT4
Q5M9Q1	Q9VB74
Q8N5F7	Q9VB74
Q9Y651	M9PCG2
P48431	M9PCG2
O95416	M9PCG2
Q86WG3	Q9VZJ4
Q12982	Q9VZJ4
Q7Z465	Q9VZJ4
Q8WUY3	Q9VZJ4
P05089	O76895
P78540	O76895
Q96S79	Q9VNB7
Q92737	Q9VNB7
Q96SB3	M9NFI9
Q9ULJ8	M9NFI9
Q4G0A6	Q9VTG6
A8MYZ0	Q9VTG6
Q9BQF6	Q9VYJ5
Q9BQF6	Q9VRY4
Q9GZR1	Q9VYJ5
Q9GZR1	Q9VRY4
P22681	Q9VSK2
Q13191	Q9VSK2
P50281	Q9W122
P51511	Q9W122
Q9Y5R2	Q9W122
P51512	Q9W122
Q9ULZ9	Q9W122
Q9NPA2	Q9W122
Q9H2I8	Q8IMQ4
Q9H2I8	Q9GU54
P30153	P36179
P30154	P36179
Q00613	P22813
Q03933	P22813
Q9ULV5	P22813
P54750	B7YZV4
Q14123	B7YZV4
Q01064	B7YZV4
Q9Y2J0	Q9W2R9
Q14184	Q9W2R9
Q14183	Q9W2R9
Q96D15	Q9W0H8
Q15293	Q9W0H8
O43852	Q9W0H8
O43736	Q9VPT9
Q9NQX7	Q9VPT9
Q9Y287	Q9VPT9
Q3SX64	Q9VCJ6
A8MYP8	Q9VCJ6
Q8IXM7	Q9VCJ6
Q96PU9	Q9VCJ6
P62854	P13008
Q5JNZ5	P13008
Q5T9C2	Q9VID5
Q5T8I3	Q9VID5
Q9BZX2	Q9VC99
Q9HA47	Q9VC99
Q96T66	Q9VC03
Q9HAN9	Q9VC03
Q9P219	Q9VZT7
Q3V6T2	Q9VZT7
Q9UIF9	A8DYA3
Q9UIF8	A8DYA3
Q9UPM6	Q8IRC7
Q68G74	Q8IRC7
Q6ZMG9	Q9W423
Q96G23	Q9W423
Q8N5B7	Q9W423
Q7Z6J6	Q9VKY7
A2A2Y4	Q9VKY7
Q9Y2A7	P55162
P55160	P55162
Q2V2M9	E1JI78
Q9Y613	E1JI78
Q8NBN7	Q8MZG9
Q8NBN7	A1Z729
Q8NBN7	Q7JYX2
Q8NBN7	A0A0B4KFB3
Q8NBN7	Q7JUS1
A6NKD9	Q9VQK1
Q96PX6	Q9VQK1
Q9H2B4	Q9VVM6
P50443	Q9VVM6
P58743	Q9VVM6
P40879	Q9VVM6
Q9BXS9	Q9VVM6
O43511	Q9VVM6
O00482	P33244
Q13285	P33244
Q8N0Z2	Q9VZW6
Q8N0Z2	O46052
O60583	O96433
O60563	O96433
O43280	A1ZAE9
O43280	Q9W2M2
Q7Z4S6	Q9VKW4
O75037	Q9VKW4
Q8IUH2	Q9VEK7
O75629	Q9VEK7
P18031	Q9W0G1
P17706	Q9W0G1
P24522	A1Z6W5
O75293	A1Z6W5
O95257	A1Z6W5
P49716	Q02637
P53567	Q02637
P49715	Q02637
Q15744	Q02637
P08238	P02828
P07900	P02828
Q13153	Q9VI13
Q13177	Q9VI13
O75914	Q9VI13
O00499	Q7KLE5
Q9UBW5	Q7KLE5
P49418	Q7KLE5
Q15057	Q9VCQ6
Q15027	Q9VCQ6
Q96P50	Q9VCQ6
Q8IXS8	Q7K1C5
Q9BYI3	Q7K1C5
Q6ZN17	Q9VRN5
Q9H9Z2	Q9VRN5
Q9NRF8	Q9VUL1
P17812	Q9VUL1
Q8NHY5	Q9VN60
O60921	Q9VN60
P16383	Q9VI54
Q9Y5B6	Q9VI54
Q9P2E5	Q9VYH2
Q8IZ52	Q9VYH2
O60941	A8DYB7
Q9Y4J8	A8DYB7
Q70CQ4	Q9W117
Q70EL4	Q9W117
Q96MC6	Q6NLL3
Q5SR56	Q6NLL3
A0A1B0GUS4	Q7K738
P68036	Q7K738
O14607	Q9VL07
O15054	Q9VL07
O15550	Q9VL07
A6QL63	M9PFY3
Q8N961	M9PFY3
Q9Y6C5	P18502
Q13635	P18502
Q9BTT6	Q7KRY7
Q14160	Q7KRY7
O00507	P55824
Q93008	P55824
Q99747	Q9VH25
Q99747	Q9U6R9
O43827	Q5BIB8
O95841	Q5BIB8
Q15389	Q5BIB8
O15123	Q5BIB8
Q9Y264	Q5BIB8
O60234	Q9VJL6
P60983	Q9VJL6
Q16586	M9PF78
O43556	M9PF78
Q9UMX9	Q9VSV1
Q9UMX9	A0A0S0WGX2
P13196	O18680
P22557	O18680
P21281	P31409
P15313	P31409
Q9BXJ8	Q9U1M2
A0PK00	Q9U1M2
Q8N6R1	Q8SYY6
Q9Y6X1	Q8SYY6
P15882	Q9W4A9
P52757	Q9W4A9
Q9H0W9	Q9W0J9
Q9H0W9	Q8SXQ8
Q01968	O46094
P32019	O46094
P42679	Q8INJ8
P41240	Q8INJ8
O95544	Q6IDH2
O95544	A1Z9F4
P27361	P40417
P28482	P40417
P29992	P23625
P50148	P23625
O95837	P23625
P49747	Q9VM97
P49746	Q9VM97
P35443	Q9VM97
P63208	O77430
P63208	Q7KJ69
Q3KR16	Q9VW85
O94827	Q9VW85
Q9H9S4	P91891
Q9Y376	P91891
Q13506	Q59E55
Q15742	Q59E55
Q3SY17	Q7K483
Q9H1U9	Q7K483
Q14684	Q9VJZ7
P56182	Q9VJZ7
P42677	Q9VBU9
Q71UM5	Q9VBU9
Q6WCQ1	Q27421
Q9H2D6	Q27421
Q9H596	Q9VAB0
Q8NEJ0	Q9VAB0
O95147	Q9VAB0
O60343	E1JJ52
Q86TI0	E1JJ52
Q86XS8	Q06003
Q8TEB7	Q06003
Q9ULK6	Q06003
Q8NC42	Q06003
Q8TCT1	Q9VWF0
Q8TCD6	Q9VWF0
Q14721	P17970
Q92953	P17970
Q13308	Q7JXW8
Q13308	Q6AWJ9
O95573	A0A0B4KFE4
O60488	A0A0B4KFE4
O43306	A8JNU1
O95622	A8JNU1
Q9P2H5	Q7JQI1
Q8NB14	Q7JQI1
Q9Y696	Q9VY78
O00299	Q9VY78
Q9NZA1	Q9VY78
O15247	Q9VY78
O95833	Q9VY78
Q96NY7	Q9VY78
Q9H3Z7	Q9VZF1
O95870	Q9VZF1
Q9H3U5	Q9VS47
Q9H3U5	E1JHT4
Q9NQE7	Q8SXS7
Q9NQE7	Q9VS02
A6NI28	X2JDY8
A1A4S6	X2JDY8
O60890	X2JDY8
Q9UNA1	X2JDY8
Q15334	P08111
Q6P1M3	P08111
Q9BUH8	Q9VZP0
Q5JTD0	Q9VZP0
O95857	Q9VB99
Q12999	Q9VB99
O43739	Q0E8N2
Q15438	Q0E8N2
Q99418	Q0E8N2
Q9UIA0	Q0E8N2
P62244	P48149
P62244	Q7KR04
Q9UBV2	Q9V415
Q5TEA6	Q9V415
Q9Y6E2	Q9VNE2
Q7L1Q6	Q9VNE2
Q8TF40	E3CTN7
Q9P278	E3CTN7
Q9NUL3	P25159
O95793	P25159
Q9H3N1	A0A0B4LHC9
Q9H1E5	A0A0B4LHC9
Q9Y534	Q9VVA0
Q9Y2V2	Q9VVA0
Q5VZ89	Q9W3D3
Q7Z401	Q9W3D3
O75064	Q9W3D3
Q02962	O16117
Q06710	O16117
Q02548	O16117
Q49AJ0	M9PGQ5
Q9P2D6	M9PGQ5
Q8IVW6	Q24573
Q99856	Q24573
A6NKF2	Q24573
Q86WB7	Q9Y115
Q86WB7	B7YZU1
Q86XH1	Q9VHB4
A6NCM1	Q9VHB4
P62633	Q8T8R1
Q8WW36	Q8T8R1
Q2M3G0	Q5BI62
P08183	Q5BI62
O95342	Q5BI62
P21439	Q5BI62
Q01130	Q9V3T8
Q9BRL6	Q9V3T8
P12755	Q00G30
P12757	Q00G30
P04049	P11346
P15056	P11346
P10398	P11346
P98095	Q9V4B8
P23142	Q9V4B8
P0C1S8	P54350
P30291	P54350
O95772	Q9W145
Q14849	Q9W145
Q8IYR2	Q7KMH5
Q8IYR2	A1Z8L3
Q8IYS8	A0A0B4KHZ9
Q8NFC6	A0A0B4KHZ9
Q96IK1	A0A0B4KHZ9
Q70E73	Q9VWB7
Q7Z5R6	Q9VWB7
Q9NQB0	Q8IMA8
Q9HCS4	Q8IMA8
Q9UJU2	Q8IMA8
P36402	Q8IMA8
Q8WW52	Q9VLU9
Q6UXP7	Q9VLU9
Q96S90	Q961C8
Q8IV50	Q961C8
Q14241	Q9VCP0
Q8IYF1	Q9VCP0
Q9H477	Q9VK96
Q9H477	O77425
P39019	Q7KS38
P39019	P39018
Q96FV2	Q9VI64
Q0VDG4	Q9VI64
Q12765	Q9VI64
Q9NQL2	Q7K519
Q9HB90	Q7K519
Q96MY1	A0A1W5PXH3
O94818	A0A1W5PXH3
Q9BV68	Q9VHI7
Q9Y4L5	Q9VHI7
Q9BVI0	Q9VGA4
A8MW92	Q9VGA4
Q9UN37	Q9Y162
O75351	Q9Y162
O95372	M9PEW1
O75608	M9PEW1
Q7Z4Y8	Q9VKM3
O75964	Q9VKM3
P0DP24	P62152
P0DP25	P62152
P0DP23	P62152
P45379	P19351
P13805	P19351
P45378	P19351
O43715	A1ZAX2
O43715	Q6NLJ9
Q14416	P91685
Q14832	P91685
Q7Z3D4	Q7K4J7
Q5XG99	Q7K4J7
Q7Z699	A0A0B4KG11
Q7Z698	A0A0B4KG11
Q96NU1	Q9VKL0
Q7Z3H4	Q9VKL0
Q06587	Q9VB08
Q99496	Q9VB08
Q32MH5	Q7JXG9
Q7L5A3	Q7JXG9
Q86VX9	Q9VR38
Q7L1V2	Q9VR38
Q5T4T1	Q7JV61
Q8WVE7	Q7JV61
Q9UDT6	Q9VJE5
P30622	Q9VJE5
Q13615	Q7YU03
Q9NYA4	Q7YU03
A4IF30	A4V362
Q8IY50	A4V362
Q9BZ23	Q9NHN2
Q9H999	Q9NHN2
Q8TE04	Q9NHN2
Q8ND23	A0A0B4KEE7
Q5VZK9	A0A0B4KEE7
Q96CQ1	Q9VQ37
Q9BSK2	Q9VQ37
Q9UFH2	A0A0B4KHJ4
Q9NYC9	A0A0B4KHJ4
A8MPP1	Q9XZS9
Q96FC9	Q9XZS9
Q92771	Q9XZS9
Q8WZ73	A1Z971
Q969K3	A1Z971
Q6UXM1	A1ZAB1
O94898	A1ZAB1
Q96JA1	A1ZAB1
O14647	Q7KU24
O14646	Q7KU24
O96019	Q7K012
O94805	Q7K012
P02787	Q9VTZ5
P02788	Q9VTZ5
P08582	Q9VTZ5
Q16658	Q24524
O14926	Q24524
Q9H334	A0A0B4K6N2
Q8IVH2	A0A0B4K6N2
O15409	A0A0B4K6N2
Q9Y2T1	Q9V407
O15169	Q9V407
Q92879	Q8IP90
O95319	Q8IP90
Q9BQT9	Q9V498
O94985	Q9V498
Q9H4D0	Q9V498
Q7Z419	Q7JR34
P50876	Q7JR34
Q16537	A0A6F7R657
Q15172	A0A6F7R657
Q9UPU9	Q23972
Q5PRF9	Q23972
Q04771	A0A0B4K7J3
P37023	A0A0B4K7J3
Q8TCJ0	Q9VTM4
Q969P5	Q9VTM4
Q719H9	D5SHR0
Q96SI1	D5SHR0
Q8IZ07	Q7K4M9
Q86YJ7	Q7K4M9
Q6ZTN6	Q7K4M9
Q9UGH3	Q9VH02
Q9UHI7	Q9VH02
P61254	Q9VVU2
Q9UNX3	Q9VVU2
Q13454	Q8SY53
Q9H0U3	Q8SY53
Q8NBV4	Q8T8T9
Q8IY26	Q8T8T9
Q9Y4Z2	O16867
Q9H2A3	O16867
Q92886	O16867
O43768	Q9VUB8
P56211	Q9VUB8
O94921	M9PE01
Q96Q40	M9PE01
Q9NQT8	A0A0B4KFR5
Q9H1H9	A0A0B4KFR5
Q6YHK3	Q9NFV8
Q6YHK3	Q9VLY7
Q6YHK3	Q9NFV7
Q6YHK3	M9PDR0
O75970	Q9NB04
Q8NI35	Q9NB04
O75838	Q9W2Q5
Q96Q77	Q9W2Q5
Q3B8N5	P29617
Q92786	P29617
Q5SQI0	Q9W5X9
Q5SQI0	Q9VSY4
O60476	P53624
P33908	P53624
Q9NR34	P53624
P21918	P41596
P21728	P41596
Q9H115	Q23983
P54920	Q23983
P55197	A0A0B4KGP1
P55198	A0A0B4KGP1
Q5T1R4	A0A0B4KFC0
P15822	A0A0B4KFC0
P31629	A0A0B4KFC0
Q9UNW9	A0A0B4KGY6
P51513	A0A0B4KGY6
P18846	Q9VWW0
Q03060	Q9VWW0
P16220	Q9VWW0
O94855	M9PC99
P53992	M9PC99
Q13387	Q9W0K0
Q9UQF2	Q9W0K0
Q13541	Q9XZ56
Q13542	Q9XZ56
O60516	Q9XZ56
Q96KS0	Q8SX21
Q9GZT9	Q8SX21
Q9H6Z9	Q8SX21
Q9H8N7	A0A0B4KFN3
Q6ZNC4	A0A0B4KFN3
Q9NR83	A0A0B4KFN3
P10809	O02649
P10809	Q9VMN5
Q6ZMB5	A1A714
Q9Y519	A1A714
Q96S65	Q9U4G5
Q8WYN3	Q9U4G5
Q9H175	Q9U4G5
Q9Y2G0	Q8IGJ0
Q14156	Q8IGJ0
O14925	Q8MRW1
Q5SRD1	Q8MRW1
Q13148	Q8SXP8
Q13148	Q9VUN2
O43490	P82295
Q8N271	P82295
O43490	B7YZQ3
Q8N271	B7YZQ3
Q96KQ7	M9PGH7
Q9H9B1	M9PGH7
Q15911	P28167
Q9C0A1	P28167
Q86UP3	P28167
Q92804	Q27294
Q01844	Q27294
Q68J44	X2JEB8
Q5VZP5	X2JEB8
Q9UII6	X2JEB8
Q9BV47	X2JEB8
Q0JRZ9	Q6AWD5
Q9BQI5	Q6AWD5
P46976	A0A0B4LFW5
O15488	A0A0B4LFW5
O95153	A0A0B4JDC9
O15034	A0A0B4JDC9
P08579	P43332
P09012	P43332
P11142	P11147
P54652	P11147
P0DMV9	P11147
P0DMV8	P11147
P11142	P29843
P54652	P29843
P0DMV9	P29843
P0DMV8	P29843
O43248	P09087
P31270	P09087
P28358	P09087
Q9NYD6	P09087
P31277	P09087
P31260	P09087
P17482	P09087
P31269	P09087
P01116	P08646
P01111	P08646
P01112	P08646
Q13464	Q9VXE3
O75116	Q9VXE3
O00291	Q8MQJ8
O75146	Q8MQJ8
P12980	Q9W4X2
P17542	Q9W4X2
Q16559	Q9W4X2
O00329	P91634
P42338	P91634
P42336	P91634
P51114	Q9NFU0
P51116	Q9NFU0
Q06787	Q9NFU0
P21128	Q9VZ49
P21128	Q9VF14
P61296	Q9VL05
O96004	Q9VL05
Q96SB4	A0A6M3Q7C8
P78362	A0A6M3Q7C8
Q9UPE1	A0A6M3Q7C8
P78563	Q9NII1
Q9NS39	Q9NII1
Q13085	A1Z784
O00763	A1Z784
P29597	Q24592
P23458	Q24592
P52333	Q24592
O60674	Q24592
Q9NX18	Q4V5I9
Q9NX18	A1Z897
Q16629	Q9V3V0
P84103	Q9V3V0
Q9C0I1	Q9VY15
Q9NXD2	Q9VY15
Q96EX2	Q9VCD3
Q5M7Z0	Q9VCD3
Q96RU3	A8JNK4
Q5T0N5	A8JNK4
Q15642	A8JNK4
Q9BXW6	A0A0B4LGH8
Q9H1P3	A0A0B4LGH8
Q9NR22	Q9VGW7
Q99873	Q9VGW7
Q6MZP7	A1Z9E2
Q9Y4I5	A1Z9E2
O75223	Q9VVP9
O75223	Q8IQT0
Q9P2K1	A1ZAV1
Q6DHV5	A1ZAV1
