X6R8D5	Q8K168
A4D126	Q5RJG7
A4D161	Q8C790
A4D1B5	Q3TCV3
A4D1E1	A0A0G2JGH6
A4D1E9	Q8K013
A4D1F6	Q8C0R9
A4D1P6	Q7TMQ7
A4D1S0	Q3UM83
A4D1S5	P35294
A4D1T9	Q9DAA4
A4D1U4	Q3UHG7
A4D1Z8	Q9D1U0
A4D263	Q5NC83
A4D2B0	Q8BWY4
A4D2P6	Q0QWG9
A4FU01	Q3V1L6
A4FU49	Q7TSG5
A4FU69	A0JP43
A4GXA9	Q56A04
A4IF30	Q8BZK4
A4QMS7	Q9DAR0
A4UGR9	Q4U4S6
A5D6W6	Q91V79
A5D8V6	Q8R105
A5D8V7	Q8BSN3
A5D8W1	Q8BH53
A5LHX3	Q8BG41
A5PKW4	Q5DTT2
A5PL33	Q6NXZ1
A5PLK6	H3BL40
A5PLL1	Q3UUF8
A5PLL7	Q99LQ7
A5PLN7	Q8CFV2
A5PLN9	Q3TIR1
A5YKK6	Q6ZQ08
A5YM72	Q6ZPS2
A6BM72	Q80T91
A6H8M9	H3BJZ2
A6H8Y1	Q571C7
A6H8Z2	Q8C627
A6NC05	Q9CWB7
A6NC51	Q8R218
A6NC86	Q9CQD7
A6NC98	Q4QRL3
A6NCF5	A0A2I3BRZ3
A6NCI4	Q3UVV9
A6NCJ1	A6H6Q4
A6NCL1	Q3URY2
A6NCL2	Q3URS3
A6NCL7	Q3U0L2
A6NCM1	A6H690
A6NCN8	Q3TTI8
A6NCQ9	Q8CEF8
A6NCS4	P43688
A6NCS6	Q9CYS6
A6NCV1	Q8VG45
A6ND01	Q9EQF4
A6ND36	Q5SWY7
A6ND91	Q9DCQ2
A6NDA9	Q6PFC5
A6NDB9	A2TJV2
A6NDD5	Q3USQ7
A6NDG6	Q8CHP8
A6NDL7	Q8CDZ2
A6NDL8	Q8VEU0
A6NDP7	Q08AU7
A6NDU8	Q8BR90
A6NDV4	B1AWJ5
A6NDY0	Q5XFR0
A6NE01	Q9D9R9
A6NE02	Q9DB72
A6NE52	A0A140LHH9
A6NED2	Q8BTU7
A6NEE1	B2RPU2
A6NEH6	Q497K7
A6NEK1	Q497K5
A6NEL2	Q8BZW2
A6NEN9	Q3V2K1
A6NEQ2	Q80VF6
A6NES4	D3Z750
A6NET4	Q8VGQ6
A6NEY8	Q9D820
A6NF34	Q8BVM2
A6NF36	Q9D9C6
A6NF83	Q497P3
A6NFA0	Q80YD3
A6NFA1	B1ATG9
A6NFC5	B1AQL3
A6NFD8	Q7TS99
A6NFE2	Q9DA21
A6NFE3	Q9D581
A6NFH5	Q9DAK4
A6NFI3	Q6PGE4
A6NFK2	Q3TYR5
A6NFN3	Q8BIF2
A6NFN9	Q3UUE9
A6NFT4	J3QPZ5
A6NFU0	Q9D3R5
A6NFU8	Q9CWB5
A6NFX1	Q3T9M1
A6NFY4	Q8CB65
A6NFY7	Q3U276
A6NG13	Q9D4R2
A6NGA9	Q80W35
A6NGB7	Q8K071
A6NGB9	P0C7L0
A6NGC4	Q8VC26
A6NGE7	Q283N4
A6NGG8	Q6PAC4
A6NGH7	Q3UYG1
A6NGH8	Q9CQM6
A6NGN9	Q8HW98
A6NGQ2	Q9CWE6
A6NGR9	V9GX81
A6NGS2	Q3UNU4
A6NGY3	Q9CR34
A6NGZ8	Q3V0X1
A6NH11	Q8K0R6
A6NH21	Q5XK03
A6NH52	Q6NVH0
A6NH57	Q6P068
A6NHA9	Q8VGN6
A6NHC0	Q91VA3
A6NHL2	Q3UX10
A6NHM9	Q7TT41
A6NHN0	Q4ZJM7
A6NHQ2	Q80WS3
A6NHQ4	Q7TNS8
A6NHR9	Q6P5D8
A6NHS7	Q3UU94
A6NHT5	P42581
A6NHX0	Q8CAB8
A6NHY2	Q14DN9
A6NHZ5	Q3UJB3
A6NI15	Q9JK54
A6NI28	B2RQE8
A6NI56	Q6RUT8
A6NI61	Q9D1N4
A6NI73	D3Z7A9
A6NI79	Q3TCJ8
A6NI87	Q9CVN6
A6NIE9	Q99MS4
A6NIH7	Q8C4B4
A6NIK2	G3XA50
A6NIM6	Q8CBB2
A6NIN4	Q9DCB3
A6NIV6	A6H6A4
A6NIX2	Q7TQJ8
A6NJ46	Q3UHX8
A6NJ69	A0A1B0GR74
A6NJ78	Q9DCL4
A6NJB7	B2RW88
A6NJG2	Q8BY98
A6NJI1	Q8VC23
A6NJI9	A0A1Y7VMI0
A6NJJ6	Q8CF25
A6NJT0	O08934
A6NJV1	Q9DAS2
A6NJW4	A0A1B0GRI5
A6NJZ3	Q8VGI8
A6NK02	Q3UWZ0
A6NK06	P54987
A6NK44	Q9D8I3
A6NK58	Q9D009
A6NK59	Q8C6Y6
A6NK89	Q8BL43
A6NK97	Q80UJ1
A6NKB5	Q5DU28
A6NKC9	Q8BI17
A6NKD9	E9Q6B2
A6NKF1	A6H687
A6NKF2	A6PWV5
A6NKF7	Q3TYP4
A6NKG5	Q7M732
A6NKL6	J3QK46
A6NKN8	Q6W8Q3
A6NKP2	A0A140LI11
A6NKW6	Q9D1Y9
A6NL08	Q7TRI0
A6NL26	Q8VFX2
A6NL88	Q8C3Q5
A6NLC5	Q6GQU0
A6NLE4	Q9DAL0
A6NLP5	Q8VBW8
A6NLU5	Q9JME9
A6NLX4	Q9D2F0
A6NM28	Q62396
A6NM36	Q3UV48
A6NMA1	Q3UHV4
A6NMB9	J3QK54
A6NMD0	Q8BR26
A6NMK7	E9Q2N0
A6NMK8	Q6GQV1
A6NML5	Q8C6V3
A6NMN3	E9PXT9
A6NMT0	P52950
A6NMX2	Q3UTA9
A6NMZ2	Q8C9X1
A6NMZ7	Q8C6K9
A6NN90	Q9DAQ4
A6NN92	Q9CX92
A6NNA2	Q80WV7
A6NNA5	Q8BYH0
A6NNB3	O88728
A6NNE9	Q8CBH7
A6NNL5	Q0VG49
A6NNM8	A4Q9F6
A6NNN8	Q5HZH7
A6NNP5	Q8BXX9
A6NNS2	Q8CHS7
A6NNT2	E9QMW4
A6NNW6	Q8C042
A6NNX1	Q3KNY5
A6NNY8	Q8CEG8
A6NP61	C3VD30
A6PVC2	A4Q9F1
A6PVL3	Q307W7
A6PVS8	Q14DL3
A6QL63	Q6GQW0
A6XGL0	F6W8I0
A7E2U8	Q3U1D9
A7E2V4	Q3UHH1
A7E2Y1	A2AQP0
A7KAX9	Q811P8
A7MBM2	Q8CIP5
A7MCY6	A2A9T0
A7MD48	Q8BKA3
A7XYQ1	Q0P5V2
A8K0R7	E9PUU5
A8K4G0	Q3U497
A8K5M9	Q8CE97
A8K7I4	Q9D7Z6
A8K830	F8VPY8
A8K855	Q8VDY4
A8K8P3	Q3UZY0
A8K979	Q5BKS4
A8MPS7	Q14BV6
A8MPX8	Q8BVT6
A8MPY1	B2RXA8
A8MQ03	Q9D1E4
A8MQ27	Q0MW30
A8MSI8	Q3UN90
A8MT33	Q5D525
A8MT69	Q8C4X1
A8MT70	Q0P5X5
A8MTA8	A2AIP0
A8MTB9	Q9D871
A8MTI9	A0A0N4SVQ0
A8MTJ3	Q3V3I2
A8MTJ6	E0CZH3
A8MTL0	Q9DAL7
A8MTL3	D3Z423
A8MTQ0	Q5TIS6
A8MTT3	Q8BTE5
A8MTZ0	J3QMK2
A8MTZ7	Q80W69
A8MU46	Q99LM3
A8MU93	Q8BGJ3
A8MUP6	M0QWL6
A8MUX0	A2A5X5
A8MV23	E9Q6A2
A8MV24	Q9DAQ5
A8MV65	P85442
A8MV81	Q76I25
A8MVM7	Q3TNU4
A8MVS5	Q75VT8
A8MVW0	A2A699
A8MVW5	Q4VAH7
A8MVX0	Q8BW86
A8MVZ5	Q9JK39
A8MW92	Q8CCJ9
A8MW99	Q8BRM6
A8MWE9	Q8C9R9
A8MWK0	Q0VAX3
A8MWY0	Q3UZV7
A8MX34	A2A5X4
A8MXD5	Q50H32
A8MXE2	A0A1L1SR01
A8MXK1	Q9D806
A8MXQ7	Q3TYL0
A8MXV4	P11930
A8MY62	S4R213
A8MYB1	Q80X59
A8MYJ7	Q8C0Q3
A8MYP8	Q5M8M2
A8MYU2	O54982
A8MYV0	Q9D1B8
A8MYZ0	A0A1W2P7H6
A8MYZ5	G3UWF2
A8MYZ6	Q70KY4
A8MZ26	Q9DAM2
A8MZ97	Q810S2
A8MZF0	Q8C494
A8MZG2	Q8BT88
A8MZH6	Q925U0
A8TX70	A6H584
A9QM74	C0LLJ0
A9UHW6	Q3UBZ5
A9YTQ3	Q3U1U7
A9Z1Z3	A3KGK3
B0I1T2	Q5SUA5
B0L3A2	Q2QKR2
B0YJ81	Q9QY80
B1AJZ9	A6PWD2
B1AK53	Q9ET47
B1AKI9	A2ATD1
B1AL88	Q8CCS2
B1ANS9	Q9D565
B1ATL7	A2AFE9
B2RN74	Q8VFT6
B2RTY4	Q8C170
B2RUY7	Q505H4
B2RUZ4	P0C8K7
B2RV13	Q9DAN9
B2RXF0	B9EJI9
B2RXF5	Q811H0
B2RXH4	A0A0A6YY25
B3GLJ2	B3GLJ3
B3KS81	A0A3Q4EGK1
B3SHH9	Q9D563
B4DJY2	D3Z1U7
B4DS77	Q9CZN4
B4DU55	Q8BI99
B4E2M5	J3QNN4
B6A8C7	B6A8R8
B7Z1M9	P0CG09
B7Z3J9	L7N244
B7Z8K6	A0A0G2JEU3
B7ZBB8	Q9CW07
B7ZC32	D3YXS5
B7ZLF3	Q8BIN3
B8ZZ34	J3QNX5
B9A014	Q8CDS7
B9EJG8	Q8C8S3
C9J069	A2AJA9
C9J302	Q9DAF8
C9J3I9	A0A286YDB2
C9J3V5	Q9D9U4
C9J6K1	D3Z070
C9J7I0	E0CX23
C9JCN9	B2RXB2
C9JE40	A2ARM1
C9JH25	B2RU40
C9JI98	A9JSM3
C9JJ37	S4R1I0
C9JL84	Q3TYV2
C9JLR9	Q4VA45
C9JLW8	Q3UGS4
C9JQI7	Q5K6N0
C9JR72	Q8C828
C9JSJ3	A0A5K7RLP0
C9JTQ0	A2ARS0
C9JVW0	E9PV59
C9JXX5	Q8CF31
D0EPY3	A0A1B0GRQ9
D6REC4	A0A140LIX9
D6RGH6	Q3UZ45
D6RIA3	E0CYV9
E0CX11	P0DP99
E5RG02	Q5M8S2
E5RJM6	F6YK91
E7ERA6	Q3UV31
E7EW31	A0A087WR45
E9PAV3	P70670
E9PB15	Q9D9A7
E9PQX1	D3Z338
E9PRG8	Q9D937
F2Z333	A2A9Q0
F5GYI3	G3UW59
F5H4A9	E9Q0B3
F5H4B4	Q9D3V8
H0UI37	Q9D0B5
H0YL14	A0A571BES4
H3BNL1	Q80ZQ7
H3BNL8	A0A286YCZ6
H3BPM6	D3Z393
H3BQB6	Q6P3A1
H3BQJ8	H3BJG9
H3BQW9	B2KGE5
H3BR10	J3QMJ4
H3BRN8	V9GXK1
H3BS89	A0A5F8MQ13
H3BTG2	Q9CPU3
H3BU77	J3QM76
H3BV60	D3YZZ2
H7BZ55	F6XLV1
H7C350	A0A338P6G2
I3L1E1	H3BKT1
I3L273	J3KML8
I3L3R5	J3QPU5
K7EJ46	J3QP37
L0R819	A0A494BB10
M0QZC1	Q9D7D1
O00110	D3YYM0
O00115	P56542
O00116	Q8C0I1
O00124	Q9QZ49
O00139	P28740
O00141	Q9WVC6
O00142	Q9R088
O00144	Q9R216
O00148	Q8VDW0
O00151	O70400
O00154	Q91V12
O00155	P0C5I1
O00159	Q9WTI7
O00160	P70248
O00161	O09044
O00165	O35387
O00167	O08575
O00168	Q9Z239
O00170	O08915
O00175	Q9JKC0
O00178	O08582
O00180	O08581
O00186	Q60770
O00187	Q91WP0
O00189	Q9JKC7
O00192	P98203
O00193	Q9R0P4
O00194	Q99P58
O00198	P62816
O00203	Q9Z1T1
O00204	O35400
O00206	Q9QUK6
O00212	P97348
O00213	Q9QXJ1
O00214	Q9JL15
O00217	Q8K3J1
O00219	O08650
O00221	O54910
O00222	P47743
O00230	P56469
O00231	Q8BG32
O00232	Q9D8W5
O00233	Q9CR00
O00237	Q9R1W3
O00238	P36898
O00244	O08997
O00253	P56473
O00254	O08675
O00255	O88559
O00257	O55187
O00258	Q8K0D7
O00264	O55022
O00267	O55201
O00268	E9QAP7
O00270	F8VQN3
O00273	O54786
O00287	Q8VCG9
O00291	Q8VD75
O00294	Q9Z273
O00295	P46686
O00299	Q9Z1Q5
O00300	O08712
O00303	Q9DCH4
O00305	Q8R0S4
O00308	Q9DBH0
O00311	Q9Z0H0
O00321	P41163
O00322	Q9D132
O00327	Q9WTL8
O00329	O35904
O00330	Q8BKZ9
O00337	E9PXX9
O00338	Q9D939
O00339	O08746
O00341	Q8JZR4
O00358	Q8R2I0
O00370	P11369
O00391	Q8BND5
O00398	Q8BFU7
O00399	Q9WUB4
O00400	Q99J27
O00401	Q91YD9
O00408	Q922S4
O00409	Q499D0
O00410	Q8BKC5
O00411	Q8BKF1
O00418	O08796
O00421	O35457
O00422	O55128
O00423	Q05BC3
O00425	Q9CPN8
O00429	Q8K1M6
O00442	Q9D7H3
O00443	Q61194
O00444	Q64702
O00445	Q9R0N5
O00451	O08842
O00453	O08843
O00458	P19182
O00459	O08908
O00461	Q8BXA1
O00462	Q8K2I4
O00463	P70191
O00468	A2ASQ1
O00469	Q9R0B9
O00470	Q60954
O00471	Q3TPX4
O00472	Q3UKU1
O00476	G3UWD9
O00482	P45448
O00483	Q62425
O00487	O35593
O00488	Q9DB42
O00499	O08539
O00501	O54942
O00505	O35344
O00506	Q9Z2W1
O00512	Q9D219
O00515	P57016
O00519	O08914
O00522	Q6S5J6
O00526	P38575
O00533	P70232
O00534	Q99KC8
O00541	Q9EQ61
O00548	Q61483
O00555	P97445
O00559	Q9D0V7
O00560	O08992
O00562	O35954
O00566	Q810V0
O00567	Q9D6Z1
O00570	P53783
O00571	Q62167
O00574	Q9EQ16
O00587	O09008
O00590	O08707
O00591	Q8QZW7
O00592	Q9R0M4
O00602	O70497
O00622	P18406
O00623	Q8VC48
O00624	Q5SZA1
O00625	Q9D711
O00626	O88430
O00628	P97865
O00629	O35343
O00631	Q9CQD6
O00634	Q9R1A3
O00635	Q5SZ99
O00712	P97863
O00716	O35261
O00743	Q9CQR6
O00744	P48614
O00746	Q9WV84
O00748	F6Z9B9
O00750	E9QAN8
O00754	O09159
O00755	P24383
O00757	P70695
O00762	Q9D1C1
O00763	E9Q4Z2
O00764	Q8K183
O14490	Q9D415
O14492	Q9JID9
O14493	O35054
O14494	Q61469
O14495	Q99JY8
O14497	A2BH40
O14498	Q6GU68
O14503	O35185
O14508	O35717
O14511	P56974
O14512	Q8VHQ2
O14513	E9QAE1
O14514	Q3UHD1
O14519	O35207
O14521	Q9CXV1
O14522	Q99M80
O14523	Q80X80
O14524	Q6ZQE4
O14525	Q61137
O14526	Q8K285
O14529	P70298
O14530	Q9CQ79
O14531	O35098
O14543	O35718
O14544	Q9JLY0
O14545	Q3UDK1
O14548	Q61387
O14556	Q64467
O14558	Q5EBG6
O14559	Q80YF9
O14561	Q9CR21
O14562	Q78JW9
O14569	Q9WUE3
O14576	O88485
O14578	P49025
O14579	O89079
O14593	Q9Z205
O14594	P55066
O14595	Q8BX07
O14610	Q61017
O14613	Q8JZX9
O14617	O54774
O14618	Q9WU84
O14625	Q9JHH5
O14626	Q8BG55
O14627	Q07424
O14638	Q6DYE8
O14639	Q8K4G5
O14640	P51141
O14641	Q60838
O14645	Q8BVN8
O14646	P40201
O14647	E9PZM4
O14649	O35111
O14653	O35166
O14654	Q9Z0Y7
O14656	Q9ER39
O14657	Q9ER41
O14662	Q8BVI5
O14668	A2BFE8
O14669	Q8R182
O14672	O35598
O14678	O89016
O14681	Q61070
O14682	O35709
O14683	Q4QQM4
O14684	Q9JM51
O14686	Q6PDK2
O14713	O35671
O14717	O55055
O14718	O35214
O14727	O88879
O14730	Q9DBU3
O14732	Q91UZ5
O14733	Q8CE90
O14734	P58137
O14735	Q8VDP6
O14737	P56812
O14744	Q8CIG8
O14745	P70441
O14746	O70372
O14753	Q9WTJ2
O14756	Q9R092
O14757	O35280
O14764	P22933
O14770	P97367
O14771	E9QAW0
O14772	G5E8F4
O14773	O89023
O14775	P62881
O14776	Q8CGF7
O14777	Q9D0F1
O14782	O35066
O14786	P97333
O14787	Q99LG2
O14788	O35235
O14792	O35310
O14793	O08689
O14795	Q9Z1N9
O14802	B2RXC6
O14804	Q5QD14
O14807	O08989
O14810	P63040
O14813	Q62066
O14815	Q9D805
O14817	Q9DCK3
O14818	Q9Z2U0
O14827	P70392
O14828	O35609
O14829	O35655
O14830	O35385
O14832	O35386
O14836	Q9ET35
O14841	Q8K010
O14842	Q76JU9
O14862	Q91VJ1
O14863	O35149
O14867	P97302
O14874	O55028
O14880	Q9CPU4
O14893	Q9CQQ4
O14894	Q91XF2
O14896	P97431
O14901	Q8K1S5
O14904	Q8R5M2
O14905	O35468
O14907	Q9DBG9
O14908	Q9Z0G0
O14910	Q8JZS0
O14917	E9PXF0
O14920	O88351
O14921	Q8K443
O14924	Q8CGE9
O14925	Q9WTQ8
O14926	Q32M02
O14929	Q8BY71
O14933	Q9QZU9
O14936	O70589
O14939	P97813
O14944	Q61521
O14948	Q9WTW4
O14949	Q9CQ69
O14950	Q3THE2
O14957	Q9CPX8
O14958	O09161
O14960	O88803
O14964	Q99LI8
O14965	P97477
O14966	Q91YQ1
O14967	P52194
O14972	O35075
O14974	Q9DBR7
O14975	O35488
O14976	Q99KY4
O14977	O35484
O14978	Q8CF60
O14979	Q9Z130
O14980	Q6P5F9
O14981	E9QAE3
O14983	Q8R429
O14986	P70181
O14994	Q8JZP2
O15013	Q8C033
O15014	Q8BZ47
O15015	Q6NV66
O15016	Q924W6
O15018	E9Q1M1
O15020	Q68FG2
O15021	Q811L6
O15027	E9QAT4
O15031	B2RXS4
O15033	Q8CHG5
O15034	Q80U40
O15037	Q80U38
O15040	Q3UH45
O15041	P70275
O15042	Q6NV83
O15047	E9PYH6
O15049	Q8C7U1
O15050	Q8BV79
O15054	Q5NCY0
O15055	O54943
O15056	Q9D2G5
O15060	Q6PDK0
O15061	Q70IV5
O15062	Q7TQG0
O15063	Q8C5X1
O15066	Q61771
O15067	Q5SUR0
O15068	Q64096
O15069	Q5SWP3
O15072	E9Q287
O15075	Q9JLM8
O15078	Q6A078
O15079	Q80U23
O15083	Q6PH08
O15084	Q505D1
O15085	Q68FM7
O15090	Q8K083
O15091	Q8JZY4
O15105	O35253
O15111	Q60680
O15116	Q8VC85
O15117	O35601
O15118	O35604
O15119	P70324
O15120	Q8K3K7
O15121	O09005
O15123	O35608
O15126	Q8K021
O15127	Q9ERN0
O15130	Q9WVA8
O15143	Q9WV32
O15144	Q9CVB6
O15145	Q9JM76
O15146	Q61006
O15151	O35618
O15155	O35623
O15156	Q64321
O15160	P52432
O15162	Q9DCW2
O15164	Q64127
O15165	Q8BWJ4
O15169	O35625
O15173	Q80UU9
O15178	P20293
O15182	O35648
O15194	P58465
O15195	Q91YD6
O15197	O08644
O15198	Q9JIW5
O15204	Q9R0X2
O15205	P63072
O15209	Q9Z0G7
O15211	Q61193
O15212	Q03958
O15213	Q9Z0H1
O15218	P43142
O15226	Q8BY02
O15228	P98192
O15229	Q91WN4
O15230	Q61001
O15231	Q62394
O15232	O35701
O15234	Q8K3W3
O15235	O35680
O15239	O35683
O15240	Q0VGU4
O15243	O89013
O15244	O70577
O15245	O08966
O15254	Q9EPL9
O15258	Q9CQU3
O15259	Q9QY53
O15260	Q64310
O15264	Q9Z1B7
O15265	Q8R4I1
O15269	O35704
O15270	P97363
O15273	O70548
O15287	Q9EQR6
O15294	Q8CGY8
O15296	O35936
O15297	Q9QZ67
O15303	Q5NCH9
O15304	O54926
O15305	Q9Z2M7
O15315	O35719
O15318	Q6NXY9
O15321	Q9DBU0
O15327	Q6P1Y8
O15335	O55226
O15342	Q9CQD8
O15344	O70583
O15347	O54879
O15350	Q9JJP2
O15353	Q61575
O15354	Q9QY42
O15355	Q61074
O15357	Q6P549
O15360	Q9JL70
O15370	Q04890
O15371	O70194
O15372	Q91WK2
O15374	Q8R0M8
O15375	G5E8K6
O15379	O88895
O15381	Q9DBY8
O15382	O35855
O15391	Q3TTC2
O15392	O70201
O15393	Q9JIQ8
O15394	O35136
O15397	Q7TMY7
O15399	Q03391
O15400	O70439
O15403	B1AT66
O15405	Q80W03
O15409	P58463
O15417	Q80WC3
O15427	P57787
O15431	Q8K211
O15432	Q9CPU9
O15438	B2RX12
O15439	E9Q236
O15440	Q9R1X5
O15442	Q91ZG2
O15444	O35903
O15446	Q76KJ5
O15455	Q99MB1
O15457	Q99MT2
O15460	Q60716
O15466	P70126
O15482	B1AYN9
O15484	O08688
O15492	P97428
O15496	Q9QXX3
O15498	Q9CQW1
O15499	P56916
O15503	Q8BGI3
O15504	Q8CIC2
O15511	Q9CPW4
O15514	Q9D7M8
O15516	O08785
O15519	O35732
O15520	O35565
O15522	O70584
O15523	Q62095
O15524	O35716
O15525	O54790
O15527	O08760
O15528	O35084
O15530	Q9Z2A0
O15533	Q9R233
O15534	O35973
O15537	Q9Z1L4
O15539	O08850
O15540	P51880
O15541	Q14B01
O15547	O54803
O15550	O70546
O15551	Q9Z0G9
O15552	Q8VCK6
O15553	Q9JJ26
O15554	O89109
O43143	O35286
O43147	Q80U12
O43148	Q9D0L8
O43149	Q5SSH7
O43150	Q7SIG6
O43151	Q8BG87
O43155	Q8BLU0
O43156	Q91V83
O43157	Q8CJH3
O43159	Q9DB85
O43164	Q80U04
O43166	Q8C0T5
O43167	Q80X44
O43169	Q9CQX2
O43172	Q9DAW6
O43173	Q64689
O43174	O55127
O43175	Q61753
O43181	Q9CXZ1
O43182	O54834
O43184	Q61824
O43186	O54751
O43187	Q8CFA1
O43189	Q9Z1B8
O43194	Q5U431
O43196	Q9QUM7
O43236	P28661
O43237	Q6PDL0
O43240	Q99M20
O43242	P14685
O43246	Q8BLQ7
O43247	Q9D9J2
O43248	P31313
O43251	Q8BP71
O43252	Q60967
O43255	Q06986
O43257	Q8R331
O43264	O54692
O43272	Q9WU79
O43278	Q9R097
O43280	Q9JLT2
O43281	Q64355
O43283	Q1HKZ5
O43286	Q9JMK0
O43290	Q9Z315
O43291	Q9WU03
O43292	Q9WTK3
O43293	O54784
O43294	Q62219
O43295	Q812A2
O43298	Q9DAI4
O43299	Q3U829
O43300	Q8BGA3
O43301	Q8K0U4
O43303	Q7TSH4
O43304	B2RXM5
O43306	Q01341
O43307	Q3UTH8
O43309	Q9Z1D7
O43310	Q6PEE2
O43312	Q8R1S4
O43313	Q6P9S1
O43314	Q6ZQB6
O43315	Q9JJJ3
O43316	P32115
O43318	Q62073
O43320	Q9ESL8
O43323	Q61488
O43324	Q9D1M4
O43325	Q9CQB7
O43347	Q61474
O43353	P58801
O43364	P31245
O43365	P02831
O43379	Q3U3T8
O43390	Q8VHM5
O43395	Q922U1
O43396	Q8CDN6
O43399	Q9CYZ2
O43402	O70378
O43405	Q62507
O43414	Q8C460
O43422	Q9CUX1
O43424	Q61625
O43426	Q8CHC4
O43427	Q9JI19
O43432	Q80XI3
O43435	P70323
O43439	O70374
O43447	Q9D868
O43451	A0A571BF69
O43462	Q8CHX6
O43463	O54864
O43464	Q9JIY5
O43474	Q60793
O43482	A2AQ14
O43488	Q8CG76
O43490	O54990
O43491	O70318
O43497	Q5SUF7
O43502	Q924H5
O43504	Q9D1L9
O43505	Q8BWP8
O43508	O54907
O43511	Q9R155
O43513	Q9CZB6
O43516	Q8K1I7
O43520	Q148W0
O43521	O54918
O43524	Q9WVH4
O43525	Q8K3F6
O43526	Q9Z351
O43529	Q6PGK7
O43541	O35182
O43542	Q9CXE6
O43543	Q9CX47
O43548	Q9D7I9
O43556	O70258
O43557	Q9QYH9
O43559	Q91WJ0
O43561	O54957
O43566	P97492
O43567	O54965
O43570	Q8CI85
O43572	O88845
O43581	Q9R0N7
O43583	Q9CQJ6
O43586	P97814
O43592	Q9CRT8
O43593	Q61645
O43597	Q9QXV8
O43598	Q80VJ3
O43602	O88809
O43603	O88854
O43609	Q9QXV9
O43610	Q3UUD2
O43612	O55241
O43613	P58307
O43614	P58308
O43615	O35857
O43617	O55013
O43623	P97469
O43633	Q9DB34
O43638	Q61574
O43639	O55033
O43653	P57096
O43657	O70401
O43660	Q922V4
O43663	Q99K43
O43665	Q9CQE5
O43670	Q9JMD0
O43674	Q9CQH3
O43676	Q9CQZ6
O43677	Q9CQY9
O43678	Q9CQ75
O43679	O55203
O43680	O35437
O43681	O54984
O43683	O08901
O43684	Q9WVA3
O43688	Q9DAX2
O43692	Q8BS03
O43704	Q9QWG7
O43707	P57780
O43708	Q9WVL0
O43709	Q9CY21
O43711	O55144
O43715	Q9D8Z2
O43716	Q8CBY0
O43719	Q8BGC0
O43731	Q8R1L4
O43734	Q8N7N6
O43736	Q61500
O43739	O08967
O43741	Q6PAM0
O43745	Q9D869
O43747	P22892
O43752	Q9JKK1
O43759	O55100
O43761	Q8R191
O43763	Q61663
O43765	Q8BJU0
O43766	Q99M04
O43768	P60840
O43772	Q9Z2Z6
O43776	Q8BP47
O43781	Q922Y0
O43791	Q6ZWS8
O43795	P46735
O43805	Q9JJ94
O43808	O70579
O43809	Q9CQF3
O43813	O89112
O43815	O55106
O43818	Q91WM3
O43819	Q8VCL2
O43820	Q8VEI3
O43822	Q8C6G1
O43823	Q9DBR0
O43824	Q3U6U5
O43825	O54905
O43826	Q9D1F9
O43827	Q8R1Q3
O43829	Q08376
O43837	Q91VA7
O43847	Q8BHG1
O43852	O35887
O43854	O35474
O43861	P98195
O43865	Q80SW1
O43866	Q9QWK4
O43869	E9Q3K2
O43889	Q61817
O43895	B1AVD1
O43896	O35071
O43897	Q62381
O43900	Q80VL3
O43903	P11862
O43909	Q9WVL6
O43913	Q9WUV0
O43914	O54885
O43915	P97946
O43916	Q9EQC0
O43918	Q9Z0E3
O43920	Q99LY9
O43921	P52801
O43924	O55057
O43927	O55038
O43929	O88708
O43933	Q5BL07
O43934	Q8BJ51
O60216	Q61550
O60220	Q9WVA2
O60229	A2CG49
O60231	G3X8X0
O60232	P56873
O60234	Q9ERL7
O60235	Q8VHK8
O60237	Q8BG95
O60238	Q9Z2F7
O60239	Q9Z131
O60240	Q8CGN5
O60241	Q8CGM1
O60242	Q80ZF8
O60243	Q9QYK5
O60244	A2ABV5
O60245	A2RS43
O60248	P43267
O60256	Q8R574
O60258	P63075
O60259	Q61955
O60260	Q9WVS6
O60262	Q61016
O60264	Q91ZW3
O60266	Q8VHH7
O60268	Q8R0A7
O60269	A0A2I3BRN2
O60271	Q58A65
O60279	G3UW60
O60281	Q9Z2U2
O60282	P28738
O60284	Q80TY4
O60285	Q641K5
O60287	Q571H0
O60291	Q9D074
O60292	G3X9J0
O60293	B2RT41
O60294	Q8BYR1
O60296	Q6P9N8
O60299	A2AHG0
O60303	Q8C753
O60306	Q8CFQ3
O60307	Q3U214
O60308	Q80V31
O60312	O54827
O60313	P58281
O60315	Q9R0G7
O60318	Q9WUU9
O60320	Q6A044
O60330	Q91XY7
O60331	O70161
O60333	Q60575
O60336	Q6NS57
O60337	Q6ZQ89
O60341	Q6ZQ88
O60343	Q8BYJ6
O60346	Q8CHE4
O60347	Q6A039
O60353	Q61089
O60356	Q9WTK0
O60359	Q9JJV5
O60381	Q8R316
O60383	Q07105
O60391	Q91ZU9
O60393	Q8VIH1
O60423	Q6UQ17
O60427	Q920L1
O60431	Q7TQU7
O60437	Q9R269
O60443	Q9Z2D3
O60447	P97366
O60449	Q60767
O60462	O35375
O60469	Q9ERC8
O60476	P39098
O60477	Q920P3
O60478	Q8BNQ3
O60479	Q64205
O60481	Q62521
O60486	Q9QZC2
O60487	O70255
O60488	Q9QUJ7
O60493	O70492
O60494	Q9JLB4
