W5XKT8	A0A8M9PDM1
Q9NQT4	A0A8M1NAS6
Q9NQT5	Q4KMD2
Q9NQT8	A0A8M2BH26
Q9NQV5	F1R557
Q9NQV6	A2BID7
Q9NQV8	A2BG51
Q9NQW6	A0A8M2B6G3
Q9NQW7	A0A286Y8E9
Q9NQX0	A0A8M9QAG5
Q9NQX1	F1Q8J8
Q9NQX4	E7FCI5
Q9NQY0	B1H1H2
Q9NQZ2	Q66I02
Q9NQZ5	A0A8N7UVX5
Q9NQZ6	Q7T3I0
Q9NR00	Q5BJJ4
Q9NR09	A0A8M9Q2B0
Q9NR12	Q6P7E4
Q9NR19	A0A8M1P9T3
Q9NR20	A0A8M3AP26
Q9NR21	A0A8M9PHX4
Q9NR30	A0A8M1NHL0
Q9NR33	A0A8M6Z8Q3
Q9NR34	A0A8M9PDY2
Q9NR45	Q6P0K4
Q9NR46	A0A8M9Q303
Q9NR48	A0A8M2B6D3
Q9NR50	Q7ZTY5
Q9NR55	Q0P430
Q9NR56	A5YC46
Q9NR61	Q1ECY3
Q9NR63	Q6EIG3
Q9NR71	Q5W7F1
Q9NR77	Q66HU7
Q9NR80	A0A8M3B055
Q9NR81	A0A8M2B905
Q9NR82	F1RB62
Q9NR96	B3DJW3
Q9NRA0	A0A8M9PK50
Q9NRA1	A0A8N7TD29
Q9NRA2	Q08CH2
Q9NRA8	E7FDR0
Q9NRB3	A0A8M1PJP0
Q9NRC1	Q1RLU8
Q9NRC6	A0A8M9PEW4
Q9NRC8	A0A8M1Q760
Q9NRD0	Q1RLU2
Q9NRD5	Q08BM4
Q9NRE2	A0A8M2BLH4
Q9NRF9	Q6PBL4
Q9NRG0	Q5EAR4
Q9NRG4	Q5BJI7
Q9NRG7	Q08C46
Q9NRG9	Q6NW98
Q9NRH2	F1QM17
Q9NRI5	B8PWL7
Q9NRJ4	A0A8M9PP39
Q9NRK6	F1Q5K6
Q9NRL2	A0A8N7TEI0
Q9NRL3	A0A8M9PC77
Q9NRM0	A0A8M6Z9W0
Q9NRM2	Q7SYJ7
Q9NRM7	B0S8I4
Q9NRN7	Q4V8T8
Q9NRN9	F1QVR8
Q9NRP0	Q7ZWJ3
Q9NRP2	Q6DHJ6
Q9NRP4	Q5XIY4
Q9NRP7	A0A8M3B9P5
Q9NRQ5	A0A8M1P674
Q9NRR1	A0A8M9QP88
Q9NRR3	A9JR56
Q9NRR4	A2RV16
Q9NRR5	Q4G000
Q9NRR6	A0A8M1NEC2
Q9NRR8	Q6TEL3
Q9NRS6	A9JT54
Q9NRU3	A0A0G2KKC2
Q9NRW1	A0A8M2BDC5
Q9NRW4	Q566R7
Q9NRW7	A8E7N5
Q9NRX1	Q6VEU3
Q9NRX2	Q66I81
Q9NRX4	Q6DC18
Q9NRX5	Q7SZW7
Q9NRX6	Q6AZW1
Q9NRY2	Q7ZV26
Q9NRY5	A0A8M6YX33
Q9NRZ5	Q6PGY2
Q9NRZ7	Q7ZWC9
Q9NRZ9	Q3BDS6
Q9NS15	F1QFX6
Q9NS18	A0A0R4ILJ8
Q9NS23	Q66HV2
Q9NS28	A0A8M2BAL5
Q9NS37	A0A8M3AWY9
Q9NS39	A0A8N7T6M9
Q9NS40	A0A8M9QAQ4
Q9NS56	A0A8M1P6B6
Q9NS61	A0A8M1RTI3
Q9NS62	A0A8M1PZ64
Q9NS66	Q9I918
Q9NS68	Q1ECV9
Q9NS69	Q6IQJ1
Q9NS73	A0A8M1NZD4
Q9NS84	A0A8M2BDD0
Q9NS85	Q3B739
Q9NS86	A2RUX2
Q9NS87	A0A8M1REI0
Q9NS91	Q803L3
Q9NS93	A0A8N7TDJ4
Q9NS98	M9MM97
Q9NSA2	B0UYF4
Q9NSA3	Q9I903
Q9NSB8	Q502P2
Q9NSC2	F1QI36
Q9NSD5	A0A8M1REL7
Q9NSD7	B3DJ81
Q9NSD9	Q5RKM6
Q9NSE4	A0A8M1NS03
Q9NSG2	Q5TYP4
Q9NSI2	Q1LWH6
Q9NSI6	A0A8M1QKF7
Q9NSK0	Q7ZVT4
Q9NSN8	A0A8M1REF7
Q9NSP4	Q7ZZC6
Q9NSY2	A0A8M6YZC0
Q9NT62	Q6PFS7
Q9NT68	A0A8M9QKX8
Q9NTG7	A0A8M3AUK3
Q9NTI2	A0A8M6Z4T1
Q9NTI5	A0A0R4IP12
Q9NTI7	A0A8M2BF34
Q9NTJ3	A0A8N1TUC6
Q9NTJ4	A0A8M3B7A6
Q9NTK5	Q7ZU42
Q9NTM9	Q5XJE1
Q9NTN3	Q6DRD7
Q9NTQ9	B3DIR8
Q9NTU7	A8WG47
Q9NTW7	F1R1S6
Q9NTX5	F1R6N4
Q9NTX7	Q7ZUK0
Q9NTZ6	Q6XLI5
Q9NU02	Q5TZ64
Q9NU19	A0A8M3B1S8
Q9NU22	A0A8M1RP38
Q9NU23	Q5RIM0
Q9NU53	Q5RII3
Q9NUA8	A0A8M2BKP8
Q9NUB1	A0A8M1ND09
Q9NUC0	A0A8M1PS78
Q9NUD5	A0A8M9PSU8
Q9NUD7	A0A8N7TF22
Q9NUD9	A0A8M1NWM6
Q9NUG4	A0A8M6Z4N2
Q9NUG6	Q566S5
Q9NUI1	Q6NV34
Q9NUJ3	Q58EK1
Q9NUJ7	A0A8M9Q712
Q9NUK0	A0A8M3AGP9
Q9NUL3	Q7ZW47
Q9NUL5	A7YY07
Q9NUL7	Q08BL1
Q9NUM3	Q5BL29
Q9NUM4	Q1LWC2
Q9NUN5	Q5PR61
Q9NUN7	A0A8M1P6A3
Q9NUP1	Q6DBS6
Q9NUP7	Q58EK9
Q9NUP9	Q66IB0
Q9NUQ2	A0A8M1NAW1
Q9NUQ3	F1QZ20
Q9NUQ7	Q7T347
Q9NUQ8	A0A8M6Z1M3
Q9NUQ9	Q6NYL6
Q9NUR3	X1WFQ7
Q9NUS5	B8JKA7
Q9NUT2	Q56A55
Q9NUV7	Q6DC52
Q9NUW8	F8W5U2
Q9NUX5	F1D6H6
Q9NUY8	Q7SXV1
Q9NUZ1	A0A8N7T877
Q9NV06	Q803X4
Q9NV23	A0A8M9PB35
Q9NV29	A0A8M1RS32
Q9NV31	A0A8M1P6M9
Q9NV35	A0A8M1P4B1
Q9NV56	Q6PC03
Q9NV58	A0A8M1P8W1
Q9NV64	Q6PH58
Q9NV70	A0A8M9P2G2
Q9NV88	Q08BB6
Q9NV92	Q6PCS5
Q9NVA1	Q08CE4
Q9NVA4	B8JIG9
Q9NVC3	Q6DEL1
Q9NVC6	Q08BY1
Q9NVD3	Q4V9I9
Q9NVD7	Q6DRM4
Q9NVE4	Q5RHU6
Q9NVE5	A0A8M1QLE0
Q9NVE7	A0A8M1P4R1
Q9NVF7	A0A8M1P937
Q9NVG8	A9JSV4
Q9NVH0	B0JZN3
Q9NVH1	Q802X9
Q9NVH2	Q8JGR7
Q9NVH6	A0A8N7T528
Q9NVI1	A0A8M9PUU2
Q9NVJ2	Q6NZW8
Q9NVK5	Q7T338
Q9NVM1	A4QNW5
Q9NVM4	A2AV36
Q9NVM6	Q7ZUU4
Q9NVN8	Q7SZX9
Q9NVP1	Q6DRL1
Q9NVP4	Q1LXR6
Q9NVQ4	Q6DGY1
Q9NVR0	Q7ZVF7
Q9NVR2	Q6TNU3
Q9NVR5	Q499A3
Q9NVR7	A4QP31
Q9NVS2	Q5TYW5
Q9NVS9	A0A8M1P3D4
Q9NVT9	Q5PR58
Q9NVU0	F1R866
Q9NVU7	Q6NV26
Q9NVV0	Q7ZVP8
Q9NVV4	E7FEW2
Q9NVV5	A0A8M3ATE7
Q9NVV9	Q1JPT7
Q9NVX0	F1Q580
Q9NVX2	F1QDT3
Q9NVX7	Q7ZV61
Q9NW08	F1QQA2
Q9NW13	Q7ZTZ1
Q9NW15	Q4V8U5
Q9NW38	Q6NY39
Q9NW61	Q6P0G8
Q9NW64	Q6NZZ9
Q9NW68	A2BIJ3
Q9NW75	A0A8M1P865
Q9NW81	R4GEM5
Q9NW82	A0A8M9PTQ6
Q9NWA0	A0A8M1RLG6
Q9NWB1	Q642J5
Q9NWB7	Q6IVW0
Q9NWC5	Q503F7
Q9NWD8	Q5BKX0
Q9NWF9	A0A8N7TEK8
Q9NWH2	Q4V8S3
Q9NWH7	A0A8M2BEV8
Q9NWH9	F1Q6F9
Q9NWK9	A0A8M6YVB2
Q9NWL6	Q8JFW1
Q9NWM0	A0A8M1PA21
Q9NWM3	A3KNN4
Q9NWM8	Q6DBV9
Q9NWN3	A0A8M2BH27
Q9NWQ8	F6P529
Q9NWQ9	B0R0G9
Q9NWS0	Q1RM55
Q9NWS1	Q1RMA6
Q9NWS8	Q501V2
Q9NWT1	Q6TNS2
Q9NWT6	P59723
Q9NWT8	A7MBV9
Q9NWU1	A0A8N7TE41
Q9NWU5	B0JZC1
Q9NWV4	B3DJJ8
Q9NWV8	Q6AXK4
Q9NWW5	A0A8M2BGW5
Q9NWW7	A0A8M9PZ41
Q9NWX5	A0A8M2BE50
Q9NWX6	Q5U3V1
Q9NWZ3	Q7ZVW7
Q9NWZ5	A0A8M2B8Y1
Q9NWZ8	F1QAZ5
Q9NX00	B3DJK0
Q9NX01	Q3B728
Q9NX05	E9QJ40
Q9NX08	A0JMG2
Q9NX09	Q7T346
Q9NX14	A0A8M1N9R9
Q9NX18	A3KP74
Q9NX20	B8JM36
Q9NX24	Q6PBV6
Q9NX31	Q7T3B4
Q9NX36	Q567G4
Q9NX38	Q1LU93
Q9NX40	Q6NYD7
Q9NX47	Q6NYK8
Q9NX52	Q7ZUN9
Q9NX55	B1WB51
Q9NX57	Q7T378
Q9NX58	A0A8M1PD89
Q9NX61	Q0V947
Q9NX62	Q2YDR3
Q9NX70	Q8JHI6
Q9NX74	E7F220
Q9NX76	Q1LYM1
Q9NX78	E7F5M2
Q9NX94	Q502P9
Q9NX95	Q08CJ9
Q9NXA8	Q6DHI5
Q9NXB0	A3QK09
Q9NXB9	A3KP14
Q9NXC2	E7FCE9
Q9NXC5	Q802U2
Q9NXD2	A0JMF6
Q9NXE4	Q6PFJ7
Q9NXE8	Q7ZVW8
Q9NXF1	Q803M3
Q9NXF8	Q6DHI1
Q9NXG0	F1QX00
Q9NXG2	A0A8M1PEU6
Q9NXG6	X1WG80
Q9NXH9	A0A8N7TED0
Q9NXJ5	Q504F8
Q9NXL2	A0A8M3ASM7
Q9NXL9	F1QDI9
Q9NXN4	Q66HX8
Q9NXP7	A3KGZ3
Q9NXR7	Q568D5
Q9NXR8	Q6TEM2
Q9NXS3	A0A8M6YTW6
Q9NXU5	F1RDR4
Q9NXV2	Q6NYY3
Q9NXV6	F1QZX8
Q9NXW2	Q7SXR2
Q9NXW9	A0A8M1P7U9
Q9NY12	Q7ZVE0
Q9NY15	E0CZJ3
Q9NY26	P59889
Q9NY27	Q6P964
Q9NY30	Q08ES4
Q9NY33	Q6DI20
Q9NY43	Q6YI96
Q9NY59	B1B5D9
Q9NY61	F1R1W8
Q9NY64	Q7ZWH3
Q9NY72	A0A8M3ASQ5
Q9NY93	Q6DRE7
Q9NY97	E9QF32
Q9NY99	A0A8M6Z1K0
Q9NYA1	A0A8M1RS71
Q9NYA4	A0A8M1RI73
Q9NYB0	Q6NYJ3
Q9NYB5	B3DJD4
Q9NYB9	A0A8M6Z2K8
Q9NYF0	Q6QZN6
Q9NYF3	A9JTF4
Q9NYF5	A0A8M1P9F6
Q9NYG2	A0JPF8
Q9NYG5	Q08BH9
Q9NYH9	A9JTC5
Q9NYI0	A0A8M9PTT3
Q9NYJ1	E7F2T5
Q9NYJ8	Q5RFW2
Q9NYK1	A0A8M9QKF3
Q9NYK5	Q7T3F9
Q9NYK6	Q503Y8
Q9NYL2	B0S4Y7
Q9NYL4	Q7ZZA3
Q9NYL5	Q5VSI8
Q9NYM4	A0A8M1PSM8
Q9NYM9	Q68EL3
Q9NYN1	Q7SZ59
Q9NYP3	A0A8M9PJE0
Q9NYP7	Q8AX86
Q9NYP9	A0A8M9PYB8
Q9NYQ3	A0A8M2BF11
Q9NYQ7	A0A8M3B4X6
Q9NYQ8	E7FB42
Q9NYR9	Q6DGL2
Q9NYS0	Q6DGQ1
Q9NYT0	B3DLH5
Q9NYU1	A0A8M3AW54
Q9NYU2	A0A8M9QEQ5
Q9NYV4	A0A8M1RMR6
Q9NYV6	A0A0R4ICI5
Q9NYY3	A0A8M1RNL4
Q9NYY8	A0A8N7UR43
Q9NYZ2	Q287T7
Q9NYZ3	F1QTT7
Q9NZ01	A0A8M9QLQ8
Q9NZ09	F6P6X0
Q9NZ32	Q7ZVU0
Q9NZ42	Q8JHF0
Q9NZ43	Q7ZTY7
Q9NZ45	Q6PGY7
Q9NZ53	A0A8N7TDD8
Q9NZ56	A0A8M6Z1H7
Q9NZ63	Q5XJ46
Q9NZ71	P0C928
Q9NZ72	A0A8M1Q1S2
Q9NZ94	A0A0R4IJ74
Q9NZA1	Q6NXB5
Q9NZB8	A0A8M3AJ79
Q9NZC3	Q7ZUV3
Q9NZC4	Q29R87
Q9NZC7	Q803A8
Q9NZC9	B2ZFP3
Q9NZD2	A2BG43
Q9NZD8	Q6PC62
Q9NZE8	Q0D286
Q9NZH0	A0A8M1P347
Q9NZI2	A0A8M9PNN7
Q9NZI5	A0A8M1QLT7
Q9NZI7	A0A8M2B6I9
Q9NZI8	Q08CK7
Q9NZJ0	Q5RHI5
Q9NZJ4	A0A8M3APK9
Q9NZJ5	A0A8M2B3B8
Q9NZJ6	Q6DHK4
Q9NZL4	Q98TS3
Q9NZL6	Q6P112
Q9NZL9	Q5BJJ6
Q9NZM4	A0A8M2B5V9
Q9NZM5	Q32LR6
Q9NZN1	B6ZK77
Q9NZN3	Q5TYP7
Q9NZN4	Q6P3J7
Q9NZN8	A0A8M2BA34
Q9NZN9	A0A8M9PIP7
Q9NZQ0	Q6IMK3
Q9NZQ8	A0A0R4IB92
Q9NZQ9	Q9PUQ6
Q9NZR4	O42250
Q9NZU0	A0A8M1NZ16
Q9NZU5	E7FCK0
Q9NZU7	A0A2R8PX62
Q9NZV1	Q7T3Q2
Q9NZV5	Q3Y4E2
Q9NZV6	Q802G6
Q9NZV8	Q5VSI1
Q9NZZ3	Q7T339
Q9P000	A4QN68
Q9P003	A0A8N7T6U1
Q9P013	Q6IQU4
Q9P015	Q6DGM3
Q9P016	Q6PFL8
Q9P021	Q567Z6
Q9P031	Q5RGP9
Q9P032	A0A8M1RMT7
Q9P035	Q7SY06
Q9P055	Q6DHM8
Q9P086	A3KNK7
Q9P0B6	Q5RHZ2
Q9P0I2	Q7SXW4
Q9P0J0	Q6PC49
Q9P0J1	A9JRU2
Q9P0J6	Q1LWG3
Q9P0J7	Q7T321
Q9P0K1	A0A8M9PDU9
Q9P0K7	F1R8J7
Q9P0K9	A0A8M1RMK8
Q9P0L0	Q6DGS7
Q9P0L2	A9JR88
Q9P0L9	A0A8N7UVH6
Q9P0M2	A0A8M9PHQ3
Q9P0M4	Q5TKT2
Q9P0M6	Q4V914
Q9P0M9	Q502C4
Q9P0N8	Q1LVZ2
Q9P0N9	F1QRX7
Q9P0P0	Q7ZW78
Q9P0P8	B7ZD93
Q9P0R6	Q7ZWI4
Q9P0S2	Q568H2
Q9P0S3	Q8JFB7
Q9P0T7	B0S6L8
Q9P0U1	Q0P4E8
Q9P0U3	A0A8M1Q260
Q9P0V9	Q568B3
Q9P0W2	Q503Z1
Q9P0W8	F1QIV7
Q9P0X4	A0A2R8Q1A5
Q9P0Z9	A0A8M1P8J4
Q9P107	A0A8N7UVF1
Q9P109	Q71SG7
Q9P1F3	Q6TGV7
Q9P1Q0	B3DJK6
Q9P1T7	F6NQ15
Q9P1U0	Q1LWR1
Q9P1U1	A0A8M2B9D0
Q9P1W3	X1WEM4
Q9P1Y6	A0A8M2BA76
Q9P1Z9	A0A8M1RNE9
Q9P202	E7F2D8
Q9P203	Q5TZA6
Q9P206	Q1LWM5
Q9P209	Q501X2
Q9P212	A0A8M9PWG9
Q9P217	B8JLP8
Q9P219	A0A2R8QCI3
Q9P225	A0A1D5NT12
Q9P227	A0A8M1RNB3
Q9P241	A0A8M2B2P3
Q9P242	A0A8M1PZF8
Q9P246	A0A8N7UVW8
Q9P253	P59015
Q9P258	Q6NYE2
Q9P260	Q6P6Y1
Q9P270	A0A8M3AW67
Q9P272	Q6PBM3
Q9P273	Q9W7R4
Q9P286	Q6NVJ4
Q9P287	Q5BJJ7
Q9P289	B1WB98
Q9P2B2	F1QAI9
Q9P2B7	B8JIG1
Q9P2C4	F1QYZ0
Q9P2D0	A0A286YAJ6
Q9P2D1	A0A8N7UVB1
Q9P2D3	A0A0R4ISV1
Q9P2D6	A0A8M6Z9L3
Q9P2D7	A0A8M3AXS6
Q9P2D8	A0A8M3ARZ0
Q9P2E2	A0A8M1QQH8
Q9P2E3	A0A8M9PND3
Q9P2E8	Q0P496
Q9P2F6	A0A8M9PSX5
Q9P2F8	A0A8M1RI87
Q9P2G1	A0A8M3AQF9
Q9P2G3	A0A8M1PS01
Q9P2G4	A0A0R4IEV2
Q9P2G9	A2RRV4
Q9P2H0	A0A8M3AS44
Q9P2H3	A0A8M2BKN3
Q9P2I0	F1QVV4
Q9P2J5	A0A8N7T837
Q9P2J9	Q32LW9
Q9P2K1	A0A8M3B5V4
Q9P2K2	A0A8N7TEJ8
Q9P2K3	Q1MT18
Q9P2K5	Q32PS6
Q9P2K6	A4IGE1
Q9P2K8	A0A8M6YXD0
Q9P2K9	A0A8M9QA89
Q9P2L0	A0A8N7UZ93
Q9P2M1	A5PLI4
Q9P2M4	A0A8N7TAE1
Q9P2N2	Q5U3S8
Q9P2N4	G3G3K0
Q9P2N5	F8W2E8
Q9P2N6	Q499B3
Q9P2N7	A0A8M2BCQ1
Q9P2P6	E7F0X8
Q9P2Q2	A0A8M3AJF7
Q9P2R3	A0A0R4IK06
Q9P2R6	A0A8M2B939
Q9P2R7	Q6PBI0
Q9P2S5	B8A4V4
Q9P2S6	A0A8M9PQ11
Q9P2U8	Q5W8I7
Q9P2W1	Q6IQF3
Q9P2W3	Q6DH00
Q9P2W7	A0A8M9PM39
Q9P2W9	Q4VBI7
Q9P2X0	Q1LXA2
Q9P2X3	Q642J4
Q9P2Y5	A0A8M2BKF2
Q9UBB4	B3DJT3
Q9UBB5	Q7ZTV3
Q9UBB6	A0A8M1RMX7
Q9UBB9	Q6DI35
Q9UBC0	Q6PHC9
Q9UBC1	A0A8M2B2C0
Q9UBC2	A0A8M9PFY2
Q9UBC3	Q588C6
Q9UBD5	A0A8M1PHM7
Q9UBD9	F8W2M3
Q9UBE0	Q6IQS6
Q9UBE8	A0A8M6YSB2
Q9UBF2	Q9PUE4
Q9UBF6	Q5EB19
Q9UBF8	Q49GP3
Q9UBF9	A0A8M1RM90
Q9UBG0	A0A286YBI9
Q9UBG7	A0A8M9QBJ6
Q9UBH6	Q1LYM7
Q9UBI1	Q5M9N2
Q9UBI4	A8KBI2
Q9UBI9	Q5RIN9
Q9UBJ2	A0A8M1RT23
Q9UBK2	A0A8M6Z7F8
Q9UBK8	F1RE28
Q9UBK9	Q66IA7
Q9UBL0	A0A2R9YJI6
Q9UBL3	A0A8M1NG69
Q9UBL9	Q7SZL9
Q9UBM1	Q7ZVZ2
Q9UBM7	Q7SXF1
Q9UBM8	Q5U3T0
Q9UBN1	A0A8M1P4D7
Q9UBN4	A0A0R4IM91
Q9UBN7	F8W4B7
Q9UBP0	Q6NW58
Q9UBP5	Q9I9L0
Q9UBP6	Q5XJ57
Q9UBP9	Q32PV0
Q9UBQ0	Q7ZV68
Q9UBQ5	Q567V6
Q9UBQ6	Q08C36
Q9UBQ7	Q504F9
Q9UBR1	Q7T395
Q9UBR4	Q90421
Q9UBR5	A0A8M1RDN2
Q9UBS3	Q4QRD4
Q9UBS4	Q6NYZ0
Q9UBS9	A0A8M2B794
Q9UBT2	Q7SXG4
Q9UBT6	A0A8N7UR17
Q9UBT7	Q1LU92
Q9UBU2	A8KB56
Q9UBU7	B5DDZ2
Q9UBU8	A0A8M1N0P5
Q9UBU9	F1Q7H6
Q9UBV2	A0A8M1NA15
Q9UBV4	A0A8M1NE17
Q9UBV7	A0A8M9PZ57
Q9UBV8	Q6DC93
Q9UBW5	F1QJB5
Q9UBW7	B0S766
Q9UBX0	P79738
Q9UBX1	F1RE14
Q9UBX3	Q7ZWA7
Q9UBX5	Q5XJ74
Q9UBX8	Q802Y5
Q9UBY5	K9M3I1
Q9UBY8	F1QYC0
Q9UBY9	Q5XJD0
Q9UBZ4	Q803D4
Q9UBZ9	B0UY97
Q9UD57	A0A8N7V0C0
Q9UD71	A0A8M1P5C2
Q9UDR5	E7FD66
Q9UDT6	A0A8M9Q4W2
Q9UDW1	A0A8M1P6L2
Q9UDW3	Q6AXL8
Q9UDX5	Q6PCS6
Q9UDY2	A0A8M3B637
Q9UDY4	Q6DEF3
Q9UDY8	A0A8M2BCW4
Q9UEE5	A4IFW6
Q9UEE9	A0A8M1NE11
Q9UEF7	F1RC43
Q9UER7	A0A8M2B6F2
Q9UET6	F1QDU3
Q9UEU0	Q7SY45
Q9UEW3	A0A8M2BH24
Q9UEW8	A0A8M1RIB3
Q9UEY8	A0A2R8Q5P5
Q9UF02	X1WEB1
Q9UF11	A0A8M3AX27
Q9UF12	A0A8M9QIL9
Q9UF33	A0A8M2B746
Q9UF56	A0A8M1PUD8
Q9UFC0	B0R160
Q9UFE4	P0CK98
Q9UFF9	A8E5K6
Q9UFG5	A0A8M9QHW1
Q9UFP1	E7F233
Q9UG01	Q5RHH4
Q9UG56	A1A5T2
Q9UGB7	Q4V8T0
Q9UGC6	A0A8M9PW91
Q9UGC7	A0A8M1RM80
Q9UGH3	A0A8M9PLA9
Q9UGI0	A0JMQ9
Q9UGI6	E7FAT2
Q9UGI8	A0A8M1PGR8
Q9UGJ0	A0A8M9PG44
Q9UGJ1	B3DIU9
Q9UGK8	F1QKS2
Q9UGL1	Q6IQX0
Q9UGM1	A0A8M1PZA1
Q9UGM6	Q5CZN2
Q9UGN5	A0A8M9QIR2
Q9UGP4	A0A8M9Q174
Q9UGP5	Q6P0S1
Q9UGP8	Q6DGY6
Q9UGQ2	A0A8M9PQU8
Q9UGQ3	A0A8N7TDP0
Q9UGT4	A0A8M9PKU1
Q9UGU0	A0A8M9PTA6
Q9UGU5	A0A8M2BB33
Q9UGY1	Q7ZWE7
Q9UH03	A2BGU8
Q9UH36	A0A8M2BJQ4
Q9UH65	Q1LYE0
Q9UH73	A0A0R4IWI1
Q9UH77	E7F6F9
Q9UH92	A0A8M6YYM7
Q9UH99	A0A8M1QKC1
Q9UHA2	Q567E9
Q9UHA3	Q7ZTZ2
Q9UHA4	Q503S6
Q9UHB4	Q6PFP6
Q9UHB6	Q9DEY8
Q9UHB7	A0A8M2BL85
Q9UHB9	A7YYE9
Q9UHC1	A0A8M2B931
Q9UHC9	A0A8M9QJ16
Q9UHD1	Q7T3F7
Q9UHD2	Q0GKD6
Q9UHD4	A0A8M1P2J0
Q9UHD8	Q6TGX3
Q9UHF1	Q1RLZ3
Q9UHF4	A0A8M1NAW2
Q9UHG0	A0A8M6Z1P8
Q9UHI5	E7EXU6
Q9UHI6	P0C218
Q9UHI7	F6NS11
Q9UHI8	A0A8M9PWV9
Q9UHJ3	A0A8M9PM68
Q9UHJ6	A0A8M1PZI4
Q9UHJ9	Q5BL33
Q9UHK0	A8KB24
Q9UHK6	Q503C9
Q9UHL4	Q5CZT1
Q9UHL9	A0A8M9PLI6
Q9UHN1	A0A8M1QV74
Q9UHN6	A3KPQ7
Q9UHP3	A0A8M3B6G9
Q9UHP6	A0A8M1P3V2
Q9UHP9	Q6GMK5
Q9UHQ1	Q6DHP6
Q9UHQ4	Q4VBR6
Q9UHQ9	Q7ZVF8
Q9UHR5	F1QJR8
Q9UHR6	A0JMD6
Q9UHV5	A0A8M1QUY9
Q9UHV7	A0A8M1P4N9
Q9UHV9	Q1JPY6
Q9UHW5	Q6ZM63
Q9UHX1	F1QZ57
Q9UHY1	A4VCF2
Q9UHY7	Q6GMI7
Q9UI08	A0A8M9PH72
Q9UI09	Q498W6
Q9UI10	A0A8M2B7A1
Q9UI12	B0R0V8
Q9UI14	Q6TNR4
Q9UI15	Q6P697
Q9UI17	A0A8M9PCV7
Q9UI26	A0A8M2BEG7
Q9UI30	Q503F3
Q9UI36	A1L2G2
Q9UI40	A0A8M6YXT0
Q9UI43	A0A8N7UUW7
Q9UI46	A0A8M3B4P0
Q9UI95	Q568H3
Q9UIA9	A0A8M2B208
Q9UIC8	Q66L53
Q9UID3	Q155U0
Q9UIF3	Q567M1
Q9UIF7	A0A8N7TAT1
Q9UIF8	A0A8M9Q5B1
Q9UIF9	A0A8M1P2D8
Q9UIG0	A2BIL7
Q9UIH9	Q4KMF2
Q9UII6	A8WGA2
Q9UIJ5	Q5BLG4
Q9UIJ7	A0A8M1PGD5
Q9UIK4	A0A8N7TAN1
Q9UIL4	A0A8N7UUR2
Q9UIL8	A0A8N7URD4
Q9UIQ6	A0A2R8QBK0
Q9UIS9	Q7SZX5
Q9UIV1	Q08BM8
Q9UIW0	Q801E1
Q9UIX4	A8WG04
Q9UJ14	A0A8M9PTA1
Q9UJ37	D2U4U1
Q9UJ41	A0A8M3AWV2
Q9UJ42	B3DKA6
Q9UJ68	A0A8M1NC54
Q9UJ70	A0A8M2BE29
Q9UJ83	Q6NYI5
Q9UJA2	Q6NW82
Q9UJA3	A0A8M1RMD5
Q9UJA5	Q32LR0
Q9UJA9	A0A8M2B7A6
Q9UJC3	Q5TZ80
Q9UJC5	Q6GMK7
Q9UJD0	A5PMY1
Q9UJF2	A0A8M2BIR4
Q9UJG1	Q7ZUX7
Q9UJH8	F1QJ72
Q9UJJ7	Q08C69
Q9UJJ9	A0A8M1MZR8
Q9UJK0	Q6DHT1
Q9UJM8	A4FVH7
Q9UJP4	Q6NYM1
Q9UJQ1	A8WFR0
Q9UJQ4	A0MWC1
Q9UJS0	A0A8M9PNN6
Q9UJT0	Q5SNS3
Q9UJT1	Q6IQ78
Q9UJT9	A1A5X2
Q9UJU2	Q9W7C0
Q9UJU5	A0A8M1PBR1
Q9UJV3	A0A8M3AHW0
Q9UJV8	A0A8M9QC97
Q9UJV9	A0A4P2L339
Q9UJW0	Q561T8
Q9UJX2	Q7ZVH3
Q9UJX3	A9C3Q3
Q9UJX4	A0A8M1PFK7
Q9UJX5	A0A8M2B7D6
Q9UJX6	A0A8M1NZ26
Q9UJY1	Q6PFS1
Q9UJY5	A0A2R8QEJ6
Q9UJZ1	Q7SY50
Q9UK00	A0A0R4IZB2
Q9UK08	Q503Q6
Q9UK17	A0A8M2BEB5
Q9UK23	A0A8M1NEE2
Q9UK28	A8WG81
Q9UK32	Q6PFQ0
Q9UK41	Q6PH25
Q9UK45	A4FVI7
Q9UK53	Q1RLQ9
Q9UK55	A0A8M3AK66
Q9UK58	A4QP43
Q9UK59	Q7T3E4
Q9UK61	A0A8M3ANB2
Q9UK73	E7F7Y4
Q9UK80	A0A8M2B8Z0
Q9UK96	A0A8M1NLE9
Q9UK97	Q6P3K3
Q9UK99	F1R287
Q9UKA1	Q2YDQ5
Q9UKA2	Q5U388
Q9UKA4	A0A8M6Z8J5
Q9UKA8	Q6DG39
Q9UKA9	A5PM68
Q9UKB3	A0A8M1P3R0
Q9UKB5	A0A8M2BEF5
Q9UKD1	E9QCL9
Q9UKD2	Q568C9
Q9UKF6	Q6DRG6
Q9UKF7	A0A8M9PGR9
Q9UKG1	A0A8M9PV15
Q9UKG4	A0A8M2BBY3
Q9UKG9	Q503F8
Q9UKI2	Q66HU1
Q9UKI8	Q90ZY6
Q9UKI9	A0A8M2BJD9
Q9UKJ3	I3IS56
Q9UKK3	A0A8M6Z886
