A0PK11	A0A2I3RH01
O00186	H2PZJ4
P02545	H2Q091
Q9H093	H2Q0Z2
O00292	H2Q183
Q6SJ93	H2Q3Q6
Q8WUD6	H2Q6Q2
Q8N309	H2Q739
Q99805	H2Q7R2
Q9NQ29	H2QA70
O75352	H2QC48
Q92925	H2QDN6
Q9Y2J2	H2QE82
Q5FWF5	H2QEB6
Q03924	H2QFX8
Q8IVE3	H2QHT8
P43403	H2QIE3
P48553	H2QL40
Q92609	H2QM58
Q96CJ1	H2QN73
Q8NE18	H2QPD5
P49590	H2QRM9
P00995	H2QRQ7
O15212	H2QST1
Q6DKI1	H2QT09
O95415	H2QUZ7
Q9UBV4	H2QVA4
Q70Z35	H2QW98
O14977	H2QWJ3
O75129	H2QXS3
O15537	H2QYD2
P51786	H2QYI9
P19793	H2R395
Q6UWW9	H2R3H5
Q9ULA0	H2R643
P0DMU3	H2R8Q0
Q30154	H2RC37
Q9H0B3	H2RCG1
P21283	H2RD64
Q15653	H2RDG6
Q2WGJ8	H2RDQ9
O43313	H2RHJ0
Q8WV99	K7AQW6
O00461	K7BAL8
P25942	K7BNQ5
P42166	K7C541
Q8N7R7	K7CJ94
Q9P2F9	K7CWY1
Q9BRK5	K7CYI3
P57087	K7DD79
Q6AHZ1	K7DEU1
Q9H4I3	K7DTC9
Q9Y5I1	Q5DRF3
P01854	A0A2I3RCA9
Q8NEG4	A0A2I3RSD4
Q9Y6N3	A0A2I3RUK2
P84103	A0A2I3RXN3
O95954	A0A2I3RY06
Q14153	A0A2I3S167
Q96HE7	A0A2I3SDR7
Q9BUB5	A0A2I3SMJ4
Q9NQ84	A0A2I3SP01
Q86SX3	A0A2I3STP3
Q9P0L0	A0A2I3SVG4
Q5T0J7	A0A2I3T0Z1
Q8WWR8	A0A2I3T7L0
Q96JI7	A0A2I3T9P4
Q7RTP6	A0A2I3TBJ7
Q5EBL2	A0A2I3TEI2
Q16623	A0A2I3TFT0
P09132	A0A2I3THT8
Q02224	A0A2I3TLT8
Q9UMX2	A0A2J8JJR1
Q7Z2G1	A0A2J8K3J5
O75143	A0A2J8LH96
Q49AN0	A0A2J8LHI8
Q8NEG0	G2HI77
Q5XKL5	H2PZE2
O95076	H2PZM0
P33764	H2Q033
P16066	H2Q039
Q92963	H2Q086
Q96LB0	H2Q390
A6NI28	H2Q4L7
P45973	H2Q639
Q9NVI1	H2QA18
Q9UNE7	H2QA80
Q96J92	H2QD37
Q8N8V8	H2QE23
O00459	H2QFS6
Q8IZ83	H2QGV0
Q96S97	H2QH29
Q9Y2G0	H2QHJ7
Q99726	H2QHM1
P10646	H2QJ44
Q13618	H2QJJ1
Q8IYE1	H2QMD6
Q13449	H2QN50
Q92547	H2QNE6
P54753	H2QNV9
O60760	H2QPW6
Q13888	H2QR13
Q9UNA1	H2QRP5
P23415	H2QRU5
O00624	H2QSE8
O00481	H2QSH4
P20815	H2QV08
Q9GZV8	H2QWA1
Q15149	H2QWV3
O95279	H2QZK1
Q9BRJ6	H2R0F2
O14511	H2R1G8
Q6UXN8	H2R254
Q02747	H2R2F2
P31269	H2R5F9
O60391	H2R6J9
Q12950	H2R6N4
Q6Q8B3	H2R840
P29353	H2R8L2
Q9NPE2	H2RBF9
A8MYZ5	H2RCU9
P0C264	H2RFI2
Q9NXA8	K7AYD4
O00329	K7BKN5
Q9GZT9	K7C5B9
O00151	K7CAW2
Q96SU4	K7CBW4
O14802	K7D6W6
P52948	K7DLA0
Q6XUX3	Q4VSN5
P08908	Q9N298
Q07627	A0A2I3RDT7
Q8N8C0	A0A2I3RE27
Q5U4N7	A0A2I3RHW3
Q96NM4	A0A2I3RJD8
Q92890	A0A2I3RLE7
Q7RTY8	A0A2I3RQR4
Q96RN5	A0A2I3RY71
Q16760	A0A2I3SCS2
O94761	A0A2I3SIG9
P48147	A0A2I3SPB4
A0A087WT01	A0A2I3ST82
Q99967	A0A2I3SY88
Q9BX84	A0A2I3TG76
Q15119	A0A2I3TIU1
Q9Y5U5	A0A2I3TKP5
Q9NQX3	A0A2I3TKY2
A6NK89	A0A2I3TPG0
O14896	A0A2I3TSL3
Q01629	A0A2J8JW18
Q96EG1	A0A2J8KKK6
Q06830	A0A2J8M026
Q13113	A0A2J8NIP8
P13378	A2T748
P56557	G2HFA3
Q8N2W9	G2HI14
P32320	H2PY87
Q9NR48	H2Q081
Q8NEV4	H2Q1R1
Q9UNL4	H2Q5A9
O60938	H2Q6L2
P0C862	H2Q7A6
Q92843	H2Q805
O15304	H2Q902
Q8TDJ6	H2Q9F7
Q9NWW5	H2Q9P4
Q8WWX8	H2QAT0
Q9ULX3	H2QBF5
Q2NL98	H2QF37
A6NLU5	H2QFY3
Q6UXB1	H2QGM6
A6NGD5	H2QH89
Q86VH4	H2QI79
Q86X83	H2QNK3
P18077	H2QP22
Q99935	H2QPL7
Q96NT1	H2QPW0
A2VDJ0	H2QQA7
Q8NB78	H2QSC6
Q9Y4K1	H2QTH3
Q5TFE4	H2QTL4
O00270	H2QU14
Q9BT76	H2QUT7
O43316	H2QVB3
Q8IV76	H2QZ83
Q92902	H2QZM8
Q9UN86	H2R0J3
Q8IYS0	H2R140
Q9Y5Y9	H2R1N2
P54274	H2R473
Q9NZU1	H2R5B4
Q0VF49	H2R689
Q75N90	H2R6E2
Q6ICI0	H2R715
Q8NGG5	H2R7T8
A3KFT3	H2R7X8
Q9ULI4	H2RC47
Q9NWF4	K6Z975
Q96AQ6	K7B593
Q8TEU7	K7B8A0
Q15555	K7BCL6
O75132	K7BED9
P05155	K7BH37
Q8NE00	K7BUI3
Q99798	K7BWF9
Q12829	K7CVZ9
P07942	K7DGH1
Q9NYW5	Q646B0
Q96HY7	A0A2I3RFZ5
O95154	A0A2I3RKZ2
Q96SF7	A0A2I3RLL6
P11362	A0A2I3RMA9
Q9UN76	A0A2I3RZU2
Q8NCE0	A0A2I3S008
Q8NGZ0	A0A2I3S505
P57721	A0A2I3SQ67
Q9BSV6	A0A2I3SRA9
Q9HCZ1	A0A2I3SW56
Q9C0I3	A0A2I3SXD4
Q8IZJ3	A0A2I3T0P1
Q9Y580	A0A2I3T389
Q99598	A0A2I3T603
Q7L591	A0A2I3T9M2
O95600	A0A2I3TQK3
P49585	A0A2I3TX04
Q14994	A0A2J8JAS3
Q9NWS9	A0A2J8JMB9
Q00LT1	A0A2J8K7D2
Q9UKK9	A0A2J8KYR7
O15455	B3Y620
Q8WVJ2	G2HIJ2
Q9UKD2	H2PY69
Q5T5A4	H2PZJ8
Q9NR30	H2Q201
Q9P0L9	H2Q2F2
Q9H668	H2Q2J2
Q4U2R6	H2Q5A4
P54687	H2Q5L8
O14910	H2Q6J4
A7MD48	H2Q6Z6
Q8N6K0	H2Q7T4
P00491	H2Q7W4
Q6UX73	H2QAJ2
Q9BT22	H2QAJ3
O60931	H2QBW8
Q96GD4	H2QC74
Q7Z4W1	H2QE41
Q13433	H2QEG0
Q15762	H2QEP1
P08246	H2QES3
Q9UK85	H2QGU6
Q9HD43	H2QH54
Q9H222	H2QHU0
Q9Y679	H2QI70
Q8N8R5	H2QJ77
Q96BW9	H2QM26
Q99727	H2QM27
Q9Y226	H2QMB0
Q9Y2K3	H2QN23
P01591	H2QPM1
Q8N4F7	H2QQA9
Q7Z392	H2QQH8
Q96DR4	H2QRB2
Q9Y4E5	H2QT88
P50222	H2QU74
Q15386	H2QVP1
Q76LX8	H2QZE3
Q9UBC7	H2R0N8
Q9HCL0	H2R198
A6PVY3	H2R1E7
Q9P1Z2	H2R201
Q7Z3C6	H2R2P4
Q8N4W6	H2R3U9
Q9UJW0	H2R581
O15551	H2R590
Q6PIY7	H2R5N3
Q17R60	H2R749
Q9Y2Y8	H2R7T4
Q9NZT2	H2R8T4
P48357	H2RDQ7
Q13029	H2RE19
Q9BXC1	H2RFB0
P31944	H2RFZ4
Q13442	H2RI83
B0YJ81	K6ZA68
Q5FYB1	K7AL36
Q9BQI6	K7AZ13
Q92538	K7B2B9
Q9UMY4	K7BFD5
Q5TA45	K7CG02
Q96AB3	K7D1E5
P60033	P60034
Q9NYV9	Q646B6
O60688	A0A2I3RQV4
P04085	A0A2I3RSU2
Q6N021	A0A2I3RVZ1
Q86TN4	A0A2I3RYN0
Q8N8Q3	A0A2I3RZB3
Q13103	A0A2I3S5S7
Q8NDX5	A0A2I3S7R2
Q9Y6C9	A0A2I3SEX0
O60486	A0A2I3SGZ9
Q9UKB1	A0A2I3SMC0
S4R3P1	A0A2I3SZV9
P04629	A0A2I3T3D1
Q08462	A0A2I3T3G3
Q8N8I0	A0A2I3THN8
Q9UGJ0	A0A2I3TLI0
Q6ZU15	A0A2I3TQC5
Q99963	A0A2I3TTN2
Q8WU58	A0A2I3TU55
P26439	A0A2J8JUI4
A6PVS8	A0A2J8LKR2
Q0VDE8	A0A2J8MKN6
Q96B21	A0A2J8N150
Q9H665	A0A2J8QHK7
Q8IW75	A0A2J8QMI4
Q9BV79	H2PYI2
Q9UBY5	H2PZB1
P09326	H2Q0E9
P05160	H2Q0U3
Q15726	H2Q0Y7
Q9BU19	H2Q1I4
Q5SQS8	H2Q2Q0
A6NFZ4	H2Q2Q1
Q96HE8	H2Q2V6
P55851	H2Q4D8
Q8IY63	H2Q4K8
P04275	H2Q597
Q6W0C5	H2Q5C8
P61204	H2Q5U2
O43281	H2Q807
P10645	H2Q8T7
Q8IUW3	H2QBR9
P51575	H2QBX4
O95147	H2QCS1
Q16787	H2QEC7
Q9BXW6	H2QED0
P27348	H2QHF1
Q8TDR2	H2QJU0
P60568	H2QQ44
O43324	H2QSA0
Q9NUN5	H2QT95
Q00535	H2QVM3
Q8WXF5	H2QVN2
Q9HAB3	H2QWW8
P17097	H2QWY2
Q9UI46	H2QX63
P20774	H2QXG4
P24311	H2QYU1
Q8N6R0	H2QZK5
P51677	H2R0Z4
O95248	H2R2W0
Q99996	H2R568
A6NJI9	H2R5G7
Q9Y4D8	H2R748
Q0D2I5	H2R7K7
Q14761	H2RC40
Q96Q45	H2RDU7
P56270	H2RH97
Q9GZR2	K6Z9Z0
Q70CQ2	K7A966
Q9P287	K7BH08
Q9BU76	K7BID7
Q7Z769	K7BJZ9
Q05923	K7C7C3
Q9Y4A0	K7CA80
P29323	K7CN32
Q05655	K7DA70
O95298	Q0MQF9
P60507	Q8MIB6
Q9UNA4	A0A2I3RMJ2
A0A1B0GU33	A0A2I3RNW1
O94759	A0A2I3RSV8
A0A1B0GVK7	A0A2I3S595
P14210	A0A2I3S5X5
O94910	A0A2I3S9E0
A0A087X1C1	A0A2I3SFU2
A0A1B0GUA7	A0A2I3SG66
O76003	A0A2I3SMT6
Q9NQL2	A0A2I3SUN0
P02689	A0A2I3SV75
Q9HB75	A0A2I3SZI3
O14529	A0A2I3TL77
Q9HCR9	A0A2I3TM29
A0A075B6N1	A0A2I3TNY1
Q9BYN7	A0A2I3TSW3
P0C8F1	A0A2I3TWG0
O43734	A0A2J8PU88
P0DP42	A0A2J8Q0D2
O15552	A0A2J8QHG9
Q8NGT7	A0A2J8QUL1
P54851	A5A6N6
Q9Y265	G2HJD7
Q9HB90	H2PYQ4
P30085	H2PYZ9
Q9P2Q2	H2Q1M9
P11229	H2Q3X5
Q75WM6	H2Q5T2
Q96DY2	H2Q6X7
Q99766	H2Q898
Q9NYL9	H2Q9G1
Q9NYB0	H2QBJ4
Q9UNK0	H2QC91
P08779	H2QCC5
Q8N1S5	H2QDR7
Q9NSC7	H2QDY3
A6NDB9	H2QFJ7
O00168	H2QG18
Q9UF12	H2QG46
P14866	H2QG92
Q7Z692	H2QGK0
P20809	H2QH62
Q9BTX7	H2QKE4
Q9Y5M8	H2QNE7
P49773	H2QRF6
Q16552	H2QT64
Q92820	H2QW82
P0DTL6	H2QWX1
Q7Z304	H2QXC3
Q9UHF1	H2QY66
Q5TYW1	H2QYI0
Q4VC05	H2QZR6
Q5VU65	H2QZS5
P49796	H2R051
Q86VS3	H2R057
Q92523	H2R3K5
O00584	H2R3S7
P02786	H2R4A3
P0C2W7	H2R4K3
Q6ZMS7	H2R4W2
Q3KQV9	H2R601
Q9BR84	H2R6D9
Q8NGL2	H2R7U1
Q5T447	H2R940
Q9P0X4	H2RCS5
Q7Z5Q5	H2RDC4
D6RIA3	H2RH86
Q9Y6I4	K7ANC2
Q01831	K7ASV2
P14406	K7B1V3
Q6ZUT9	K7B3J6
Q9NR56	K7BKP0
Q96MN5	K7BKS3
Q96RQ1	K7C1H5
Q6RUI8	K7CFW9
Q8N3I7	K7CV40
Q7Z3F1	K7DEI6
Q16739	K7DHP1
Q9Y5G0	Q5DRA7
P57058	Q68UT7
Q9BXB5	A0A2I3REZ0
P07602	A0A2I3RJS9
O43633	A0A2I3RL10
A0A1B0GVR7	A0A2I3RMI8
P0DO97	A0A2I3RRJ1
Q6ZMB5	A0A2I3RUX1
Q6P1L6	A0A2I3RVE2
Q6P499	A0A2I3S5E2
Q53H47	A0A2I3SBE1
Q8TAU0	A0A2I3SCR6
P31483	A0A2I3SKJ5
Q8WY36	A0A2I3SQQ6
O75925	A0A2I3SSB8
P18510	A0A2I3STJ9
O95199	A0A2I3T7E9
Q9Y262	A0A2I3TFB6
Q6NXG1	A0A2I3TJU9
Q12860	A0A2I3TL46
Q9UK08	A0A2I3TLZ8
Q8N3J5	A0A2I3TS68
Q96KX1	A0A2J8L2F4
Q9Y2A9	A0A2J8LTG2
O76100	A0A2J8LUH9
Q96EX1	A0A2J8LYB7
Q96SE7	A0A2J8Q7G5
Q9BXN2	A0A2J8QQS0
Q9UBX0	A2T777
O60602	B3Y634
Q96IC2	G2HG75
Q96LB9	H2Q024
P10746	H2Q2R3
Q9NQ35	H2Q356
Q8N146	H2Q3M1
A0PJW6	H2Q3X2
A6NLP5	H2Q4W3
Q8IZ07	H2Q6V1
Q9NZU7	H2Q716
Q96P53	H2Q7L3
Q96T92	H2Q868
P12277	H2Q8Y8
P30926	H2Q9W8
O60356	H2QAU4
P61970	H2QBC9
P28072	H2QBY8
Q14781	H2QE05
Q7Z460	H2QIN1
P04070	H2QIN8
Q5JX71	H2QKM5
P43487	H2QL95
Q8N402	H2QLC3
A0AVT1	H2QPJ4
P02775	H2QPN7
Q9UN19	H2QPY0
Q8TE57	H2QQL7
P15248	H2QRJ2
Q8TF17	H2QRR4
O43653	H2QWS6
Q96A49	H2QYC6
Q96NX9	H2QYV3
Q9HD15	H2R218
P54252	H2R2I4
Q8IZN3	H2R6V4
Q15459	H2R708
Q9UKM9	H2R916
Q9ULM0	H2R9A1
Q711Q0	H2RAF9
Q9NXP7	H2RAU6
O15111	H2RBD4
Q86T65	K7B8E2
Q9BYC9	K7C7Y2
O60308	K7CDZ2
Q1RMZ1	K7CX06
P11055	K7D9M1
P04049	K7DGA2
P57105	K7DKX9
P10147	Q5I1Z0
A0A087WUV0	A0A2I3RAR0
P46439	A0A2I3RD86
Q96AX9	A0A2I3REA4
P35325	A0A2I3RK47
Q8NGC1	A0A2I3RPS1
P42356	A0A2I3RR13
Q9ULE6	A0A2I3RUW6
Q8IUA7	A0A2I3RX67
P22392	A0A2I3RX81
A6NI87	A0A2I3S3H2
P33402	A0A2I3SBY3
Q09FC8	A0A2I3SKW4
Q9NVH2	A0A2I3SKX0
P42330	A0A2I3SPE1
Q8N988	A0A2I3THY5
Q3KQZ1	A0A2I3TKL1
Q14966	A0A2J8KUM8
Q14032	A0A2J8LPR7
Q9Y215	A0A2J8NP61
Q96IS3	A2T711
A1A4G5	G2HFM5
Q9P2S5	H2PXV9
P09093	H2PY97
Q8IUS5	H2PZE0
Q5TCM9	H2Q005
Q8TDU9	H2Q087
O60779	H2Q0K3
Q96T76	H2Q2C9
Q8N684	H2Q3U2
Q6IPW1	H2Q4T4
Q9NZP8	H2Q5C0
Q68CP9	H2Q5R8
Q5W0A0	H2Q7I8
Q9Y467	H2Q7Y6
Q13268	H2Q811
Q6ZNA4	H2Q9I6
P57073	H2QA91
Q9NPA2	H2QAF3
Q8N1V2	H2QC92
P52429	H2QDH4
Q9BSF4	H2QFC7
Q8N135	H2QG17
Q92888	H2QGF2
Q9H7R5	H2QH18
Q86W28	H2QH83
A6NI15	H2QHH0
Q6GMV3	H2QHJ3
P07315	H2QJB1
Q9NUS5	H2QJW4
Q460N5	H2QN82
Q96T66	H2QNH3
Q93052	H2QNY3
P09417	H2QP94
Q14108	H2QPQ5
Q8IY95	H2QQE2
P48643	H2QQM7
Q96KG7	H2QRE9
P50479	H2QRG2
Q5TC84	H2QTA0
Q9NP71	H2QUP8
P15085	H2QVD8
Q6XQN6	H2QWU4
O00757	H2QXI1
O00400	H2R208
Q99442	H2R3Q3
P21452	H2R3V4
Q6X784	H2R499
Q9NYK1	H2R4T7
Q09428	H2R5J8
A6ND91	H2R5W1
A6NET4	H2R852
Q8NHY2	H2R8E1
Q9Y483	H2R8V8
P31947	H2RC87
P19971	K7ALP6
P30566	K7BSK5
Q00013	K7CVG7
O75190	K7D6W0
Q9ULH1	K7D7X0
P48061	K7DAF8
Q13572	K7DAN4
Q8N145	Q1EGL0
Q9UN74	Q5DRE8
O75955	Q7YR41
Q7L0X0	A0A2I3RHP2
Q3T8J9	A0A2I3S1R0
Q15195	A0A2I3S7A8
P11308	A0A2I3SPS3
E5RQL4	A0A2I3SRF5
Q8NGR3	A0A2I3SST2
Q9Y2H6	A0A2I3T502
Q6ZVT6	A0A2I3TAT0
Q8TDC3	A0A2I3TB43
O95704	A0A2I3TC20
O15550	A0A2I3TI41
Q08378	A0A2I3TPJ6
P46783	A0A2I3TQW4
A6NMZ2	A0A2I3TR69
Q86TV6	A0A2I3TVA8
Q6P5R6	A0A2I3TXN7
Q96LZ2	A0A2J8L3B6
P41161	A0A2J8M5T6
Q9P286	A0A2J8MSR9
Q14141	G2HEP4
Q9UF47	G2HFJ9
Q96DZ1	G2HFN3
Q7L0J3	H2PZV7
Q9BVN2	H2Q080
P49798	H2Q0H9
Q99633	H2Q1M8
O14531	H2Q2S9
Q9BVK2	H2Q4H1
Q8IWF9	H2Q4I2
Q9UEE9	H2QBI8
Q14703	H2QBL9
Q9NZI8	H2QDC8
Q8WVN6	H2QE48
O14544	H2QEP3
Q8NA69	H2QF63
Q6NY19	H2QF82
Q86W25	H2QH82
Q9C086	H2QI62
Q15631	H2QIN3
Q53QZ3	H2QIS7
Q9NQX7	H2QJK7
P57081	H2QL33
Q9HBI0	H2QLV4
Q8TCT0	H2QLW9
Q96IU4	H2QMQ6
Q9HBL6	H2QMT3
Q04446	H2QMY2
Q9P278	H2QQD0
Q8NBA8	H2QRD2
P54136	H2QRZ0
Q8IZF2	H2QT47
Q8N6F8	H2QUQ4
Q14296	H2QVM5
Q8N4L2	H2QWF1
Q92688	H2QXJ7
Q9NVG8	H2QXZ9
Q9BZI7	H2QZ21
Q9HBJ0	H2QZ51
Q8NDW4	H2QZG5
O95461	H2QZS2
A6NJ69	H2R142
Q9UNS1	H2R1D2
Q13033	H2R1X9
Q9C0K1	H2R2F5
O15342	H2R562
Q9UPZ3	H2R5J2
Q9H3Q3	H2R5X0
Q9Y5L3	H2R602
Q8NGZ4	H2R7Y2
Q16864	H2REW2
A8MWV9	H2RFS7
P0DJ07	H2RG05
A8MW92	K6ZZL6
Q15121	K7C224
P98082	K7C7Y5
Q6UX98	K7CBF0
Q8IX90	K7CBN9
O43175	K7DD09
Q12906	K7DTQ9
P02008	P06347
Q9Y5H3	Q5DRC1
Q16401	A0A2I3RDM8
Q9ULD4	A0A2I3RE53
Q9H2F3	A0A2I3RFD7
P55884	A0A2I3RG64
A0A1B0GTH6	A0A2I3RS25
O60706	A0A2I3S6S2
Q9NV39	A0A2I3SCM8
Q5H9L4	A0A2I3STA2
Q9NXE4	A0A2I3SUB6
M0QZC1	A0A2I3T0D9
P32241	A0A2I3T1V9
Q8TF44	A0A2I3T5K5
Q5JUK3	A0A2I3T7F0
P41218	A0A2I3TM40
P16070	A0A2I3TNC3
P48378	A0A2J8JRM6
Q5JQS6	A0A2J8KNR5
P04628	A0A2J8LQ70
Q8N9A8	A0A2J8MX20
Q9UJA9	A0A2J8P0N5
P49683	A0A2J8PC40
Q8NCA5	G2HFC6
Q9P2R6	H2PXY0
Q15345	H2PYY6
O94886	H2Q181
Q53EZ4	H2Q2A3
O75474	H2Q2C6
P09630	H2Q635
Q9Y2V7	H2Q7G3
Q8NGD4	H2Q7V2
Q15436	H2Q876
Q7Z5M8	H2Q8A3
Q14442	H2Q8H6
Q8TBY8	H2QBH9
Q15046	H2QBJ2
Q8N4L4	H2QC37
P41567	H2QCZ9
P38432	H2QDH6
Q9Y5L4	H2QEW9
O15235	H2QG96
Q9Y664	H2QGP6
Q6ZNA1	H2QH16
O75461	H2QHG0
Q96LM6	H2QIB2
Q8TEJ3	H2QII9
Q5FWF4	H2QIR6
Q9H6E4	H2QLS9
Q8IVS2	H2QLU8
Q8N2I2	H2QMC6
Q9H3R1	H2QQ27
Q13591	H2QQM4
P22492	H2QSF9
O43189	H2QST7
Q7Z6R9	H2QT61
O43680	H2QTS0
O15069	H2QUJ1
P00918	H2QWD5
Q6UWW0	H2QY68
Q6ZRI8	H2QZ41
Q9Y3T9	H2R0B1
Q8NAV1	H2R123
Q8TBC4	H2R294
Q8N336	H2R4Z8
Q8NGB2	H2R5F3
Q5VUA4	H2R796
Q96BJ8	H2RBU5
Q9NSU2	H2RDA8
Q8WXS4	H2RH66
O43826	K7AIB8
P27037	K7ALD8
Q9UIV1	K7AMH1
P09871	K7AR52
P51795	K7B9J0
P51793	K7BMC0
P49591	K7BPF4
Q14573	K7CRA5
Q9P2X3	K7CX77
Q2NL67	K7DIA8
Q9C0C9	K7DLJ7
O43676	Q0MQD2
P48047	A0A2I3RUL9
P19022	A0A2I3RWA5
Q8TC41	A0A2I3S1Z9
Q8TE99	A0A2I3S586
P0CAP2	A0A2I3SBP4
Q8TC17	A0A2I3SH98
Q9BRP7	A0A2I3SNL6
A0A1B0GV90	A0A2I3SWF1
Q9BX70	A0A2I3T4H7
P62834	A0A2I3T5X3
Q8TEV8	A0A2I3T8F3
E9PQX1	A0A2I3TJX1
Q68DD2	A0A2I3TLH3
O75110	A0A2I3TTY5
Q4LDR2	A0A2J8LS97
P32456	A0A2J8MH40
Q96PC2	A0A2J8NYQ2
B9EJG8	A0A2J8PG62
O95741	A0A2J8QK84
P05026	A5A6J8
Q14833	C7G3M9
Q8N108	G2HIP0
Q9H9A6	H2PZ80
Q6ZN66	H2PZD3
Q5QJE6	H2PZF3
Q9UNH6	H2PZG3
Q5T3J3	H2PZM8
Q99795	H2Q0J1
P07949	H2Q1T9
Q6ZSM3	H2Q290
Q9UKL2	H2Q2Z4
Q8N4L1	H2Q463
Q9NQ89	H2Q588
P78386	H2Q5Z3
Q9Y6K5	H2Q6X1
O94991	H2Q7P4
Q8N3F9	H2Q8B4
Q9H079	H2Q937
Q6N043	H2Q9H8
O95995	H2QBS5
Q9P2J8	H2QCC1
Q96A25	H2QD48
Q15029	H2QD78
Q9BSA4	H2QDS4
Q15365	H2QI21
Q13506	H2QJ58
Q13416	H2QJ84
O15066	H2QK62
Q9NXL6	H2QN47
A8TX70	H2QND3
P02778	H2QPQ2
Q9UNQ2	H2QQY8
Q9HCC0	H2QR16
Q96LP2	H2QR86
Q6AI39	H2QT08
Q12774	H2QVK1
O43692	H2QWB2
Q7Z591	H2QXR4
Q5VTD9	H2QY36
Q96BY7	H2R049
Q8IV31	H2R0H7
Q01118	H2R108
Q6NUJ2	H2R1N9
Q6UWY0	H2R2W4
Q7Z553	H2R2Y5
Q9UKR0	H2R3G2
O14813	H2R547
Q02383	H2RAU5
P0C0P6	H2RB75
A1L167	H2RCE9
Q9BZL3	H2RHX5
P13686	K6ZHT1
P78348	K7B9U4
Q96K83	K7BVL1
P62253	K7CGF3
O75177	K7CH13
P38117	K7CUE8
Q9BZV1	K7D885
Q9NZI5	A0A2I3RAW6
O75365	A0A2I3REL6
Q12948	A0A2I3RLL3
O75309	A0A2I3RN05
Q8TD90	A0A2I3SCD0
P98194	A0A2I3SH84
P29965	A0A2I3SM76
Q6E0U4	A0A2I3SWA9
O15488	A0A2I3T5G4
P41440	A0A2I3T9B1
Q9H5P4	A0A2I3TDV0
Q8N3J6	A0A2I3TIX1
Q9HCK4	A0A2I3TRC9
Q9Y5X2	A0A2I3TXH0
Q8NGC4	A0A2J8JI97
A4D250	A0A2J8KLS6
Q8WXA2	A0A2J8N1F6
Q15937	A0A2J8NBT7
Q8NBX0	G2HEX1
Q9BZQ2	G2HI19
Q86UV5	H2PY94
P51589	H2PZ51
P23458	H2PZ66
Q92845	H2Q0K8
Q8N7W2	H2Q1M7
Q3KNS1	H2Q1S0
Q9UMD9	H2Q2J4
Q9Y5Y7	H2Q366
Q96GX9	H2Q3E7
P62861	H2Q422
Q8NCY6	H2Q4P0
O14595	H2Q6C9
Q9BZF1	H2Q6I6
Q9Y5T4	H2Q7H9
Q14644	H2Q7U7
Q9P2Y4	H2Q7X8
Q9H293	H2Q808
P52657	H2Q9J2
P15144	H2QA26
Q02223	H2QAL5
Q6UWD8	H2QAV2
P48436	H2QDR6
Q8TAA3	H2QED5
Q9HA65	H2QGW8
Q9BV40	H2QI95
O95932	H2QJU2
Q96DF8	H2QL81
A2RUT3	H2QMJ7
Q8TBB1	H2QPH1
Q12849	H2QPM2
Q53FE4	H2QPX8
P49767	H2QQG7
P20719	H2QUB6
Q9UKN8	H2QY33
P51817	H2QZC3
Q8N9S9	H2R1W1
Q9BZD2	H2R251
Q9BTE0	H2R369
Q9HBM6	H2R4N5
Q969S0	H2R4Y0
Q3ZCU0	H2R538
O75820	H2R6I1
Q8N436	H2R7A3
Q8NGZ2	H2R7Y1
Q5JTJ3	H2R808
O14503	H2R8H1
Q9H4K7	H2R8U0
Q9H7Z3	H2R982
Q3LI67	H2RAK2
Q2VPA4	H2RAL5
Q9P0J1	H2RBM0
Q96PU5	H2RCB1
P27544	H2RFU5
A2CJ06	H2RGV0
Q15269	K7B0L9
Q9P2K2	K7BNU8
O75880	K7C047
P29034	K7CD40
P06280	K7D6T7
Q9NVV5	K7DGU3
P0DP72	A0A2I3RFF7
P16109	A0A2I3RHW5
O43897	A0A2I3RMG2
P15622	A0A2I3RUI0
Q9NP72	A0A2I3RWF1
Q9ULZ0	A0A2I3RX47
A0A1B0GTZ2	A0A2I3S1P8
A8MXY4	A0A2I3S5C2
Q96I45	A0A2I3SFY6
Q9NVP4	A0A2I3SGM9
Q2TAP0	A0A2I3SQ20
Q8N1P7	A0A2I3STH5
P06454	A0A2I3SY97
Q96NI6	A0A2I3SYX7
Q13045	A0A2I3T1S7
Q9H2X0	A0A2I3TA26
A0A0B4J279	A0A2I3TH14
Q8WYL5	A0A2I3TM55
Q9BXK1	A0A2I3TSN6
P25105	A0A2J8JP69
A8MXT2	A0A2J8KU74
Q8TAA1	G2HGP5
P08887	H2Q053
Q5TGP6	H2Q0L2
P0C7W6	H2Q2M2
Q68D10	H2Q398
Q99689	H2Q523
Q9BZE2	H2Q528
Q8NGE1	H2Q656
P30301	H2Q690
Q15742	H2Q6A3
P54707	H2Q7A8
Q9NYF0	H2Q8E0
Q8N6V9	H2Q9H6
P29762	H2Q9W4
Q9NY59	H2QBE3
Q9UKX3	H2QC97
Q8NAA5	H2QCC0
Q9UHN1	H2QDP3
Q01167	H2QE55
Q96FV9	H2QE64
Q9BV35	H2QF50
Q14156	H2QHJ8
P48751	H2QJH6
P53007	H2QL82
Q9H1I8	H2QLG6
Q8N9V7	H2QME3
Q8WXA8	H2QNU3
Q9H5U6	H2QPA8
Q8TCQ1	H2QQD9
Q9BX69	H2QQT4
Q9H6S0	H2QRC0
Q6NSZ9	H2QV05
O60393	H2QVK2
Q9H7D0	H2QVX1
